id,ad_ry_mean,md_ry_mean,bt_ry_mean
1601,442,444,438
1602,150,146,140
1603,200,205,196
1604,224,243,227
1605,408,412,414
1606,165,158,142
1607,48,52,48
1608,581,619,529
1609,316,314,307
1610,31,30,26
1611,879,977,904
1612,739,682,663
1613,1098,1094,1017
1614,406,421,382
1615,432,445,431
1616,348,331,336
1617,822,826,832
1618,461,457,424
1619,1163,1231,1120
1620,1135,1156,1028
1621,574,564,594
1622,519,568,506
1623,486,487,429
1624,220,228,228
1625,200,205,197
1626,247,243,238
1627,365,376,371
1628,329,339,292
1629,142,119,132
1630,917,903,823
1631,444,460,414
1632,131,107,119
1633,1353,1449,1245
1634,1141,1164,1022
1635,1794,1759,1572
1636,490,480,440
1637,759,744,678
1638,392,414,369
1639,1742,1626,1492
1640,620,616,567
1641,1367,1361,1193
1642,2353,2085,1887
1643,1059,1033,908
1644,929,964,857
1645,1022,1030,900
1646,353,361,335
1647,513,508,467
1648,468,499,424
1649,477,504,438
1650,394,425,381
1651,335,294,325
1652,266,252,284
1653,328,298,323
1654,481,448,462
1655,449,455,463
1656,522,484,524
1657,781,785,691
1658,438,397,417
1659,196,196,200
1660,92,92,97
1661,1016,1036,965
1662,229,200,235
1663,955,915,943
1664,743,710,660
1665,350,346,365
1666,216,196,220
1667,303,300,312
1668,165,145,161
1669,115,123,126
1670,237,218,238
1671,337,322,341
1672,72,69,70
1673,32,29,32
1674,852,865,952
1675,509,509,501
1676,116,113,106
1677,1634,1809,1811
1678,275,284,286
1679,1661,1843,1718
1680,628,671,665
1681,838,967,838
1682,262,251,266
1683,576,606,592
1684,254,262,257
1685,1932,2157,2092
1686,1140,1211,1179
1687,354,396,378
1688,307,310,320
1689,716,728,757
1690,272,280,265
1691,708,747,757
1692,172,173,180
1693,457,495,518
1694,908,998,983
1695,478,484,465
1696,675,717,686
1697,328,340,331
1698,166,152,151
1699,1062,1334,1225
1700,1352,1367,1345
1701,1806,1751,1701
1702,673,706,652
1703,488,439,428
1704,304,317,308
1705,2463,2579,2388
1706,759,776,756
1707,1962,2065,1948
1708,2324,2345,2177
1709,973,932,844
1710,735,797,756
1711,886,973,910
1712,450,452,429
1713,312,309,276
1714,525,579,537
1715,626,689,652
1716,181,195,178
1717,175,178,191
1718,472,500,502
1719,418,445,427
1720,57,57,50
1721,925,962,950
1722,745,761,743
1723,2193,2236,2310
1724,1047,1106,1081
1725,217,228,229
1726,152,157,144
1727,812,884,838
1728,227,220,213
1729,2377,2451,2547
1730,1420,1468,1448
1731,348,371,344
1732,134,132,128
1733,319,337,321
1734,137,125,114
1735,573,583,562
1736,190,169,167
1737,496,583,556
1738,396,413,384
1739,192,184,187
1740,331,321,320
1741,338,372,331
1742,670,704,679
1743,779,866,846
1744,469,478,487
1745,1143,1166,1094
1746,332,357,325
1747,510,558,530
1748,164,162,163
1749,1011,1013,974
1750,235,229,241
1751,1216,1251,1251
1752,1133,1107,1069
1753,541,558,546
1754,392,380,389
1755,369,365,364
1756,296,300,303
1757,689,700,663
1758,311,321,324
1759,395,425,435
1760,659,775,743
1761,204,169,199
1762,209,183,203
1763,70,59,70
1764,108,82,98
1765,305,282,330
1766,312,262,298
1767,408,360,393
1768,66,56,65
1769,305,266,293
1770,116,100,117
1771,581,516,570
1772,212,176,190
1773,255,223,260
1774,259,209,228
1775,615,474,592
1776,229,201,234
1777,258,228,251
1778,154,139,153
1779,118,93,109
1780,143,113,139
1781,105,91,106
1782,79,66,83
1783,221,233,254
1784,306,337,351
1785,278,288,285
1786,178,181,203
1787,1048,1238,1214
1788,696,747,750
1789,1038,1085,1128
1790,300,315,318
1791,391,397,423
1792,206,194,214
1793,1514,1479,1572
1794,348,334,360
1795,1497,1519,1673
1796,1309,1267,1324
1797,858,908,909
1798,425,427,470
1799,400,406,431
1800,283,299,309
1801,384,388,414
1802,250,277,275
1803,301,315,331
1804,325,351,361
1805,424,396,407
1806,174,165,197
1807,151,130,151
1808,223,214,235
1809,366,371,395
1810,407,408,388
1811,1050,973,1029
1812,125,125,142
1813,302,322,341
1814,119,113,120
1815,1403,1284,1410
1816,203,188,199
1817,897,887,923
1818,719,660,673
1819,1117,1078,1120
1820,222,242,233
1821,228,235,227
1822,196,184,197
1823,166,156,175
1824,67,67,80
1825,221,209,224
1826,151,126,165
1827,20,15,20
1828,34,27,35
1829,37,29,39
1830,21,16,23
1831,79,71,85
1832,227,164,229
1833,393,313,389
1834,144,100,136
1835,44,35,45
1836,39,33,41
1837,124,98,113
1838,38,32,38
1839,337,267,333
1840,226,164,218
1841,42,33,43
1842,96,69,92
1843,86,66,84
1844,22,18,24
1845,63,50,63
1846,42,36,44
1847,60,52,61
1848,48,38,50
1849,476,521,500
1850,178,168,187
1851,61,68,60
1852,424,432,432
1853,565,573,581
1854,279,279,276
1855,372,393,356
1856,94,102,97
1857,753,784,719
1858,122,120,123
1859,1099,1093,1063
1860,161,158,159
1861,263,266,262
1862,286,265,264
1863,855,928,880
1864,251,258,252
1865,233,235,221
1866,290,311,289
1867,185,191,185
1868,208,230,211
1869,172,175,168
1870,60,64,64
1871,178,173,178
1872,122,106,110
1873,57,53,51
1874,152,131,139
1875,234,233,226
1876,143,129,137
1877,203,195,211
1878,56,54,52
1879,197,240,232
1880,67,63,64
1881,364,391,381
1882,109,97,96
1883,148,135,145
1884,140,124,136
1885,323,376,368
1886,162,143,149
1887,125,118,130
1888,149,137,149
1889,78,73,81
1890,93,82,85
1891,100,94,93
1892,43,38,40
1893,509,519,474
1894,198,194,183
1895,101,107,102
1896,602,603,617
1897,435,436,445
1898,244,242,219
1899,380,355,325
1900,121,123,119
1901,724,761,713
1902,152,147,144
1903,921,914,857
1904,160,169,148
1905,255,260,242
1906,283,287,257
1907,839,813,772
1908,329,319,309
1909,221,221,213
1910,305,309,289
1911,229,232,218
1912,173,188,177
1913,171,182,164
1914,85,80,84
1915,91,97,97
1916,31,34,36
1917,16,17,17
1918,67,69,79
1919,67,76,73
1920,57,66,60
1921,110,124,119
1922,18,20,22
1923,72,87,83
1924,22,24,26
1925,265,299,292
1926,22,24,25
1927,75,84,85
1928,56,63,59
1929,216,241,224
1930,45,49,52
1931,35,42,40
1932,25,29,30
1933,27,34,33
1934,23,24,29
1935,33,39,41
1936,14,17,19
1937,486,524,446
1938,209,229,203
1939,144,162,142
1940,534,549,490
1941,570,637,591
1942,439,464,415
1943,551,580,527
1944,141,157,138
1945,662,702,615
1946,120,124,117
1947,1198,1286,1199
1948,192,210,183
1949,484,517,443
1950,428,431,397
1951,1191,1243,1110
1952,367,403,385
1953,353,369,335
1954,233,237,217
1955,414,395,360
1956,169,163,157
1957,306,324,282
1958,134,141,137
1959,223,206,237
1960,105,96,97
1961,79,76,78
1962,137,114,144
1963,237,240,235
1964,182,168,174
1965,258,248,251
1966,73,65,65
1967,291,301,290
1968,79,77,77
1969,681,645,672
1970,122,103,114
1971,217,202,212
1972,158,151,159
1973,612,583,599
1974,219,214,214
1975,167,156,157
1976,129,124,138
1977,66,66,67
1978,67,64,70
1979,95,84,95
1980,49,43,45
1981,256,245,242
1982,167,157,151
1983,93,96,83
1984,465,459,441
1985,316,298,290
1986,187,183,179
1987,300,290,308
1988,82,89,78
1989,570,557,541
1990,102,102,97
1991,720,689,670
1992,127,120,118
1993,275,261,258
1994,229,225,209
1995,662,628,607
1996,231,230,223
1997,215,205,201
1998,140,137,139
1999,191,181,178
2000,126,120,113
2001,147,143,145
2002,77,79,70
2003,403,408,389
2004,177,168,182
2005,54,51,50
2006,376,358,344
2007,357,331,351
2008,286,297,291
2009,289,297,289
2010,60,64,57
2011,826,799,765
2012,128,127,130
2013,937,884,911
2014,133,128,128
2015,273,270,256
2016,259,250,244
2017,1139,1028,1052
2018,209,222,214
2019,242,249,241
2020,233,243,241
2021,166,176,163
2022,163,159,160
2023,154,164,148
2024,49,42,46
2025,113,115,115
2026,625,620,601
2027,116,108,117
2028,61,63,56
2029,306,355,378
2030,941,921,940
2031,1265,1289,1343
2032,303,316,311
2033,1308,1189,1326
2034,1469,1479,1421
2035,1180,1178,1245
2036,347,364,367
2037,951,934,989
2038,2708,2587,2739
2039,557,557,547
2040,368,426,387
2041,694,653,680
2042,185,185,188
2043,266,285,273
2044,113,116,127
2045,368,376,387
2046,268,273,281
2047,197,199,197
2048,132,134,148
2049,172,170,174
2050,46,39,41
2051,275,296,303
2052,211,212,220
2053,501,495,511
2054,99,101,113
2055,68,78,80
2056,62,58,71
2057,813,824,842
2058,152,143,163
2059,300,302,318
2060,322,301,340
2061,295,277,287
2062,109,114,122
2063,184,189,188
2064,102,103,108
2065,50,46,50
2066,79,71,82
2067,328,353,348
2068,51,48,60
2069,126,123,137
2070,98,96,92
2071,35,34,35
2072,43,44,40
2073,100,97,86
2074,56,47,57
2075,154,138,139
2076,35,33,34
2077,50,48,48
2078,27,27,28
2079,200,194,187
2080,31,25,30
2081,109,112,109
2082,96,86,86
2083,90,85,92
2084,40,32,36
2085,59,47,58
2086,31,29,31
2087,23,23,25
2088,45,40,42
2089,54,57,57
2090,18,18,19
2091,147,168,170
2092,63,69,63
2093,89,96,88
2094,391,371,342
2095,361,426,367
2096,219,213,216
2097,598,632,546
2098,170,187,177
2099,853,921,804
2100,269,272,246
2101,786,825,752
2102,233,253,236
2103,404,440,394
2104,261,257,224
2105,546,647,511
2106,364,386,373
2107,333,351,343
2108,410,422,373
2109,231,238,225
2110,290,312,280
2111,137,155,148
2112,75,85,77
2113,117,118,127
2114,224,217,217
2115,260,283,271
2116,325,318,345
2117,544,562,571
2118,179,166,171
2119,462,499,508
2120,200,194,202
2121,861,886,846
2122,222,210,209
2123,488,470,475
2124,199,188,186
2125,620,612,617
2126,434,452,439
2127,367,388,397
2128,701,699,671
2129,387,374,395
2130,248,252,257
2131,439,436,489
2132,309,328,305
2133,340,327,354
2134,209,219,221
2135,39,32,38
2136,87,89,86
2137,58,53,61
2138,32,31,30
2139,147,149,151
2140,91,98,97
2141,148,138,153
2142,54,48,55
2143,283,263,253
2144,90,94,97
2145,323,289,307
2146,137,138,139
2147,134,127,129
2148,218,190,196
2149,217,198,204
2150,91,91,86
2151,138,148,147
2152,89,86,84
2153,74,80,83
2154,76,75,77
2155,46,45,49
2156,52,41,48
2157,136,128,144
2158,192,179,206
2159,192,192,204
2160,141,133,145
2161,571,581,666
2162,380,358,374
2163,1598,1451,1497
2164,589,539,595
2165,3600,3264,3233
2166,1195,1212,1174
2167,1735,1579,1713
2168,782,692,798
2169,1161,1147,1259
2170,1170,1068,1110
2171,882,846,916
2172,640,567,657
2173,957,922,984
2174,715,654,752
2175,933,937,1036
2176,282,270,296
2177,178,166,193
2178,393,419,433
2179,201,184,217
2180,358,323,372
2181,227,199,234
2182,301,278,322
2183,383,358,404
2184,394,350,413
2185,847,752,859
2186,324,283,323
2187,1711,1419,1510
2188,271,246,283
2189,787,744,835
2190,271,246,288
2191,826,738,823
2192,883,753,808
2193,712,685,782
2194,949,824,950
2195,483,448,530
2196,413,358,430
2197,659,567,680
2198,229,168,201
2199,314,279,332
2200,418,374,451
2201,85,87,85
2202,172,197,170
2203,134,153,138
2204,65,64,57
2205,235,232,231
2206,224,229,213
2207,340,342,362
2208,129,137,129
2209,827,888,797
2210,151,167,145
2211,532,527,517
2212,172,189,161
2213,360,361,364
2214,349,357,350
2215,470,465,452
2216,448,468,401
2217,209,220,196
2218,227,232,236
2219,196,204,200
2220,93,100,91
2221,105,117,104
2222,129,141,122
2223,88,79,101
2224,15,14,12
2225,19,16,21
2226,121,95,119
2227,25,23,25
2228,40,37,41
2229,149,134,139
2230,67,59,68
2231,366,378,369
2232,17,13,18
2233,241,223,234
2234,22,18,23
2235,177,164,164
2236,108,110,110
2237,214,204,210
2238,36,33,35
2239,26,23,25
2240,40,30,39
2241,63,62,69
2242,14,12,14
2243,16,15,16
2244,24,21,26
2245,129,116,129
2246,228,236,231
2247,88,83,86
2248,68,67,69
2249,301,317,292
2250,185,181,184
2251,392,375,393
2252,142,145,149
2253,1463,1383,1329
2254,197,197,192
2255,549,514,535
2256,142,138,135
2257,378,370,360
2258,297,287,277
2259,613,611,645
2260,317,295,305
2261,275,277,251
2262,395,376,372
2263,225,220,218
2264,113,114,124
2265,104,99,109
2266,88,87,96
2267,169,168,160
2268,83,85,78
2269,101,99,99
2270,219,225,227
2271,182,177,171
2272,179,179,176
2273,448,468,448
2274,191,210,198
2275,1002,1022,959
2276,99,100,92
2277,597,632,632
2278,134,130,130
2279,429,486,459
2280,278,290,279
2281,675,758,661
2282,246,257,258
2283,244,259,240
2284,223,243,223
2285,424,446,436
2286,96,103,98
2287,105,110,102
2288,214,224,217
2289,152,142,171
2290,45,39,40
2291,27,26,24
2292,157,224,215
2293,166,146,157
2294,68,68,63
2295,141,132,145
2296,24,23,22
2297,133,191,175
2298,34,32,33
2299,172,159,172
2300,40,39,37
2301,98,96,99
2302,83,84,82
2303,79,77,77
2304,76,76,72
2305,73,81,73
2306,60,61,58
2307,59,63,62
2308,99,94,92
2309,83,90,84
2310,38,40,35
2311,43,33,43
2312,51,42,52
2313,27,21,28
2314,11,8,12
2315,79,74,78
2316,150,134,155
2317,171,139,178
2318,40,30,39
2319,135,119,149
2320,28,22,29
2321,260,207,238
2322,111,88,103
2323,134,111,128
2324,244,192,224
2325,237,201,245
2326,87,71,94
2327,82,65,88
2328,69,48,70
2329,26,24,27
2330,19,15,18
2331,46,40,45
2332,21,18,23
2333,13,11,20
2334,38,34,41
2335,21,20,22
2336,15,12,17
2337,56,53,65
2338,77,71,83
2339,172,165,177
2340,14,11,13
2341,18,16,24
2342,11,13,15
2343,139,137,146
2344,49,44,47
2345,119,110,125
2346,92,86,104
2347,123,129,131
2348,67,60,73
2349,90,81,97
2350,26,23,30
2351,28,32,37
2352,17,14,18
2353,32,32,39
2354,20,17,22
2355,123,118,134
2356,62,64,61
2357,40,40,42
2358,65,57,61
2359,329,337,336
2360,402,392,373
2361,418,403,422
2362,61,61,65
2363,386,357,343
2364,102,99,100
2365,1199,1108,1090
2366,264,249,252
2367,280,262,278
2368,849,771,788
2369,724,657,684
2370,247,245,250
2371,240,245,243
2372,206,186,210
2373,71,70,73
2374,184,176,188
2375,110,94,106
2376,46,40,48
2377,16,15,17
2378,126,114,122
2379,153,152,155
2380,17,18,19
2381,283,309,298
2382,196,209,215
2383,676,658,654
2384,266,269,190
2385,158,148,157
2386,158,145,141
2387,232,251,246
2388,125,103,108
2389,798,608,550
2390,550,455,395
2391,179,214,196
2392,97,90,88
2393,174,184,188
2394,115,106,100
2395,262,261,248
2396,58,55,51
2397,175,185,163
2398,163,163,169
2399,97,93,100
2400,118,116,121
2401,84,85,88
2402,84,84,84
2403,223,232,237
2404,322,345,304
2405,262,289,296
2406,76,79,79
2407,155,175,181
2408,82,82,79
2409,468,507,475
2410,200,194,187
2411,323,349,332
2412,442,450,436
2413,496,477,519
2414,182,187,178
2415,167,170,157
2416,101,98,106
2417,73,77,74
2418,97,97,94
2419,127,125,126
2420,46,47,48
2421,64,59,71
2422,104,94,102
2423,29,31,29
2424,30,34,31
2425,187,191,208
2426,156,152,160
2427,291,280,311
2428,40,42,46
2429,164,156,170
2430,77,75,79
2431,533,466,556
2432,93,90,94
2433,309,303,312
2434,254,250,263
2435,273,251,284
2436,104,95,106
2437,92,84,96
2438,115,119,127
2439,40,38,42
2440,60,59,67
2441,88,82,91
2442,30,31,32
2465,167,189,179
2466,143,139,137
2467,33,34,34
2468,42,43,38
2469,393,433,384
2470,422,413,398
2471,248,267,247
2472,42,45,44
2473,604,588,559
2474,140,147,141
2475,823,829,827
2476,203,217,202
2477,254,286,259
2478,376,378,349
2479,666,704,666
2480,253,266,254
2481,231,240,221
2482,258,301,280
2483,50,57,52
2484,191,205,195
2485,96,110,106
2486,36,41,37
2487,153,133,141
2488,204,183,186
2489,101,95,95
2490,193,185,184
2491,307,290,311
2492,140,124,133
2493,302,288,302
2494,87,79,80
2495,470,432,429
2496,99,89,100
2497,314,304,311
2498,97,80,90
2499,297,278,297
2500,259,250,249
2501,201,203,211
2502,168,152,158
2503,204,187,189
2504,81,76,80
2505,115,109,117
2506,204,172,181
2507,133,121,126
2508,138,133,143
2509,92,90,100
2510,145,134,148
2511,104,95,105
2512,39,36,31
2513,388,350,393
2514,594,564,576
2515,464,458,462
2516,127,117,126
2517,224,219,234
2518,189,166,191
2519,646,634,686
2520,204,177,194
2521,407,369,414
2522,941,838,920
2523,243,212,230
2524,169,149,172
2525,361,333,348
2526,143,136,153
2527,71,69,74
2528,187,165,173
2529,226,224,229
2530,53,52,56
2531,19,15,19
2532,63,51,57
2533,71,55,68
2534,13,11,14
2535,74,65,68
2536,81,60,84
2537,221,184,218
2538,43,36,43
2539,21,19,23
2540,13,12,14
2541,57,55,57
2542,59,53,56
2543,112,85,99
2544,189,156,176
2545,34,28,35
2546,77,58,71
2547,246,208,224
2548,16,15,18
2549,35,29,34
2550,54,41,51
2551,155,132,135
2552,45,43,49
2553,46,41,46
2554,270,251,262
2555,169,152,167
2556,50,53,51
2557,666,670,687
2558,208,179,178
2559,394,404,419
2560,384,356,363
2561,185,189,200
2562,122,120,121
2563,335,348,330
2564,163,145,163
2565,660,668,725
2566,562,559,560
2567,181,161,178
2568,146,139,137
2569,274,262,245
2570,82,85,88
2571,80,83,88
2572,353,338,349
2573,348,364,357
2574,81,78,86
2575,124,124,141
2576,508,550,517
2577,384,391,379
2578,124,118,120
2579,976,1189,1081
2580,383,433,424
2581,503,573,524
2582,284,296,309
2583,444,482,485
2584,189,202,199
2585,951,1018,911
2586,236,260,246
2587,695,805,747
2588,948,1025,920
2589,557,575,530
2590,322,365,352
2591,511,586,531
2592,177,189,185
2593,123,143,134
2594,938,1076,989
2595,404,439,463
2596,113,123,118
2597,29,21,24
2598,988,866,892
2599,43,40,41
2600,63,51,67
2601,502,462,471
2602,129,96,123
2603,276,259,282
2604,116,91,109
2605,230,209,226
2606,26,25,25
2607,446,406,412
2608,66,57,62
2609,421,433,416
2610,557,551,522
2611,245,249,250
2612,251,201,259
2613,185,162,194
2614,82,68,74
2615,144,119,133
2616,444,400,403
2617,113,88,101
2618,25,24,25
2619,24,27,25
2620,108,102,108
2621,37,39,38
2622,35,33,30
2623,332,345,340
2624,58,65,70
2625,161,158,166
2626,69,75,70
2627,89,88,84
2628,77,83,75
2629,171,174,159
2630,50,54,49
2631,328,315,333
2632,250,232,244
2633,104,105,97
2634,35,38,33
2635,94,105,105
2636,30,30,34
2637,14,14,14
2638,274,269,271
2639,156,169,170
2640,10,8,9
2641,95,107,125
2642,47,39,47
2643,41,37,43
2644,27,22,25
2645,155,154,175
2646,251,215,224
2647,216,197,217
2648,67,61,69
2649,114,114,121
2650,85,75,83
2651,639,531,574
2652,163,152,162
2653,160,136,146
2654,619,489,541
2655,164,140,149
2656,158,127,154
2657,174,160,160
2658,53,46,53
2659,32,28,33
2660,53,48,51
2661,97,102,100
2662,14,11,13
2663,59,58,56
2664,70,68,70
2665,45,42,46
2666,49,45,47
2667,150,145,159
2668,118,106,117
2669,101,103,113
2670,23,25,26
2671,244,263,279
2672,86,89,95
2673,256,231,253
2674,58,53,55
2675,80,79,90
2676,90,86,91
2677,187,188,205
2678,132,125,136
2679,176,157,167
2680,59,61,63
2681,64,61,69
2682,77,72,72
2683,163,167,173
2684,43,45,46
2685,276,252,271
2686,269,249,256
2687,158,157,160
2688,262,226,234
2689,283,249,258
2690,138,136,130
2691,413,423,422
2692,172,166,172
2693,2278,2204,2253
2694,324,298,304
2695,650,633,670
2696,148,141,149
2697,324,316,323
2698,294,278,288
2699,567,550,566
2700,326,297,309
2701,288,282,280
2702,276,253,266
2703,624,639,672
2704,105,97,93
2705,298,281,275
2706,313,292,313
2707,520,489,537
2708,464,485,465
2709,326,330,358
2710,272,315,314
2711,709,840,856
2712,506,498,511
2713,1298,1263,1302
2714,468,475,464
2715,10109,9988,10534
2716,1151,1055,1242
2717,2458,2435,2511
2718,519,495,504
2719,1113,1075,1118
2720,1046,1069,1119
2721,1982,1971,1976
2722,854,862,913
2723,853,825,889
2724,1577,1571,1678
2725,2133,2017,2141
2726,305,326,339
2727,513,512,531
2728,1116,1145,1197
2729,165,167,169
2730,344,311,345
2731,262,238,258
2732,346,310,334
2733,371,363,372
2734,153,145,152
2735,452,432,445
2736,197,186,188
2737,1865,1748,1866
2738,257,244,247
2739,527,484,519
2740,147,142,154
2741,459,427,460
2742,389,367,387
2743,474,444,459
2744,265,253,249
2745,274,264,270
2746,121,119,121
2747,670,611,643
2748,162,162,166
2749,225,212,219
2750,291,286,303
2751,176,175,162
2752,294,293,289
2753,162,155,146
2754,126,133,124
2755,309,341,322
2756,275,276,285
2757,482,501,472
2758,194,189,186
2759,4510,4485,4704
2760,512,512,521
2761,1141,1139,1127
2762,353,350,349
2763,548,557,558
2764,706,766,781
2765,1486,1534,1517
2766,528,525,510
2767,585,594,606
2768,648,661,637
2769,660,722,663
2770,156,157,148
2771,265,267,274
2772,258,262,251
2773,236,213,248
2774,2673,2452,2717
2775,647,631,647
2776,110,123,111
2777,1212,1163,1395
2778,1473,1306,1555
2779,2676,2340,2529
2780,1378,1318,1467
2781,2096,1808,1936
2782,1733,1665,1864
2783,2116,1969,2183
2784,738,826,874
2785,3153,2758,2941
2786,3197,2730,2875
2787,1565,1465,1608
2788,1072,1031,1142
2789,1313,1187,1393
2790,505,474,590
2791,1204,1203,1352
2792,308,260,289
2793,1229,1213,1365
2794,803,808,890
2795,206,224,210
2796,437,425,402
2797,427,404,411
2798,94,89,77
2799,638,716,704
2800,744,778,781
2801,1454,1469,1400
2802,475,458,453
2803,5303,5315,4737
2804,495,496,484
2805,1433,1488,1418
2806,558,608,609
2807,1908,1991,1814
2808,2014,2049,2006
2809,856,845,761
2810,827,912,924
2811,1203,1227,1248
2812,306,316,299
2813,351,377,373
2814,394,384,360
2815,343,362,330
2816,512,526,492
2817,1274,1361,1188
2818,177,211,201
2819,182,225,204
2820,1622,1681,1509
2821,381,440,366
2822,482,535,471
2823,1371,1317,1199
2824,480,543,457
2825,1203,1260,1204
2826,182,207,190
2827,1526,1500,1423
2828,265,290,274
2829,1051,1195,1067
2830,940,1090,954
2831,1090,1102,1062
2832,321,371,345
2833,262,323,284
2834,248,306,261
2835,598,686,571
2836,221,225,211
2837,462,486,446
2838,368,479,354
2839,271,236,273
2840,66,63,66
2841,39,42,41
2842,47,49,47
2843,148,150,151
2844,260,246,280
2845,238,236,252
2846,43,44,45
2847,232,212,226
2848,70,72,70
2849,687,761,720
2850,187,164,184
2851,171,163,158
2852,210,204,229
2853,413,379,386
2854,156,142,156
2855,178,163,186
2856,85,88,87
2857,60,53,60
2858,52,54,54
2859,74,79,77
2860,28,30,29
2861,830,808,847
2862,259,240,272
2863,271,245,267
2864,369,373,387
2865,631,676,702
2866,724,726,717
2867,1057,1043,1111
2868,387,363,396
2869,953,957,986
2870,298,288,292
2871,1328,1348,1338
2872,705,718,717
2873,664,667,697
2874,979,982,1041
2875,872,900,934
2876,824,849,830
2877,965,981,944
2878,349,322,347
2879,310,288,313
2880,312,274,298
2881,276,257,278
2882,186,162,188
2883,586,574,647
2884,357,363,356
2885,319,322,330
2886,97,116,97
2887,1109,1261,1222
2888,1770,1792,1861
2889,2831,2585,2706
2890,675,620,641
2891,1539,1419,1585
2892,835,851,886
2893,3550,3478,3525
2894,1642,1542,1668
2895,1738,1605,1683
2896,2654,2522,2680
2897,1947,1833,1917
2898,1152,1165,1103
2899,1444,1423,1434
2900,828,864,823
2901,538,497,544
2902,343,331,345
2903,448,449,486
2904,235,218,222
2905,78,78,76
2906,363,383,339
2907,238,248,238
2908,207,230,227
2909,736,828,835
2910,633,671,637
2911,1329,1356,1431
2912,475,493,464
2913,1127,1102,1103
2914,629,629,624
2915,950,1006,978
2916,588,600,643
2917,926,906,860
2918,1156,1325,1282
2919,1529,1572,1540
2920,587,668,634
2921,820,885,901
2922,663,639,676
2923,285,291,287
2924,397,454,408
2925,585,689,610
2926,128,140,129
2927,57,52,55
2928,339,320,344
2929,275,262,277
2930,50,50,44
2931,516,531,541
2932,390,398,395
2933,903,872,908
2934,547,546,590
2935,817,838,871
2936,388,402,424
2937,569,585,606
2938,341,364,365
2939,1015,1021,1020
2940,785,775,808
2941,546,537,565
2942,336,342,346
2943,474,476,492
2944,273,264,283
2945,361,378,387
2946,249,260,250
2947,467,477,493
2948,242,232,246
2949,75,77,68
2950,753,738,698
2951,416,431,396
2952,47,55,49
2953,773,889,867
2954,688,708,682
2955,1217,1251,1175
2956,581,585,539
2957,705,718,750
2958,511,557,530
2959,962,1033,1001
2960,528,534,497
2961,1306,1327,1295
2962,1142,1204,1082
2963,732,736,808
2964,655,643,637
2965,682,686,664
2966,399,404,399
2967,342,357,338
2968,309,282,284
2969,480,466,443
2970,582,607,564
2971,295,298,299
2972,1083,1065,1080
2973,753,750,731
2974,264,248,262
2975,1483,1491,1620
2976,1334,1282,1281
2977,2580,2451,2359
2978,701,680,670
2979,2016,1941,1995
2980,740,753,716
2981,2870,2769,2688
2982,940,906,886
2983,2085,1950,1956
2984,2730,2495,2579
2985,1810,1685,1678
2986,1203,1139,1153
2987,1578,1425,1494
2988,679,686,665
2989,1095,1059,1037
2990,654,608,583
2991,699,652,640
2992,810,843,845
2993,686,676,710
2994,395,373,379
2995,492,501,469
2996,1018,997,996
2997,686,707,712
2998,729,720,735
2999,1239,1262,1262
3000,782,760,773
3001,465,506,474
3002,133,133,135
3003,1495,1484,1460
3004,334,327,328
3005,1575,1495,1445
3006,974,1019,1006
3007,709,691,710
3008,274,277,273
3009,455,460,438
3010,268,247,254
3011,214,221,228
3012,336,324,321
3013,499,514,516
3014,107,110,107
3015,75,77,77
3016,1335,1264,1363
3017,872,860,913
3018,296,306,292
3019,2226,2503,2604
3020,415,397,429
3021,2837,2774,2859
3022,969,990,959
3023,2373,2393,2398
3024,426,433,429
3025,849,863,913
3026,374,387,383
3027,2962,2995,3128
3028,1850,1788,1934
3029,753,772,801
3030,504,473,469
3031,1233,1187,1276
3032,543,537,517
3033,1492,1559,1612
3034,259,273,252
3035,719,742,807
3036,1703,1699,1774
3037,1470,1493,1459
3038,933,955,930
3039,551,593,540
3040,558,598,531
3041,1680,1816,1628
3042,1711,1745,1737
3043,2826,2718,2816
3044,1134,1220,1167
3045,1357,1390,1374
3046,553,574,608
3047,3256,3356,3427
3048,1228,1201,1244
3049,2802,2805,2825
3050,3009,3077,3095
3051,1600,1624,1605
3052,1038,1091,1065
3053,1531,1592,1534
3054,885,920,889
3055,756,746,703
3056,713,728,688
3057,984,973,973
3058,376,357,353
3059,273,281,281
3060,522,537,529
3061,668,678,664
3062,109,105,102
3063,1159,1249,1233
3064,1187,1125,1159
3065,3288,3113,3330
3066,1760,1659,1629
3067,546,521,518
3068,213,220,202
3069,1338,1343,1309
3070,316,341,331
3071,3509,3632,3701
3072,2217,2151,2140
3073,624,659,646
3074,183,183,163
3075,416,440,415
3076,274,272,272
3077,829,831,832
3078,254,245,249
3079,740,762,822
3080,691,674,697
3081,360,344,333
3082,477,485,506
3083,547,566,555
3084,1095,1149,1185
3085,890,1002,993
3086,715,680,729
3087,1723,1671,1736
3088,534,546,532
3089,943,946,998
3090,234,237,229
3091,1513,1526,1493
3092,386,372,394
3093,1699,1843,1788
3094,1500,1527,1488
3095,836,829,859
3096,559,538,562
3097,521,525,513
3098,486,471,513
3099,1002,1024,1016
3100,394,355,401
3101,601,622,652
3102,1164,1312,1351
3103,362,271,334
3104,298,228,272
3105,119,103,116
3106,168,123,143
3107,371,311,382
3108,446,342,405
3109,687,551,618
3110,103,79,88
3111,648,523,618
3112,172,133,157
3113,801,642,734
3114,344,251,304
3115,415,315,403
3116,387,295,345
