id,ad_ry_mean,md_ry_mean,bt_ry_mean
1620,820,1164,929
1621,465,635,506
1622,418,535,443
1623,365,481,411
1624,218,294,245
1625,156,229,186
1626,194,253,217
1627,360,452,419
1628,315,406,331
1629,146,157,133
1630,712,756,681
1631,403,447,414
1632,116,129,99
1633,1044,1094,1006
1634,761,866,727
1635,1298,1427,1241
1636,388,439,392
1637,655,705,648
1638,342,372,320
1639,1408,1597,1331
1640,407,485,423
1641,1103,1204,1089
1642,1485,1661,1458
1643,773,833,753
1644,626,634,563
1645,756,776,710
1646,316,381,321
1647,417,475,438
1648,401,433,368
1649,371,399,365
1650,406,462,371
1651,318,322,295
1652,230,260,251
1653,277,286,263
1654,399,400,409
1655,388,430,428
1656,394,456,426
1657,612,665,625
1658,324,341,342
1659,189,220,206
1660,83,73,73
1661,823,966,904
1662,149,162,162
1663,785,900,830
1664,532,599,557
1665,336,348,334
1666,164,184,163
1667,231,238,240
1668,138,153,146
1669,80,103,93
1670,207,202,204
1671,266,267,272
1672,56,57,50
1673,34,31,34
1674,877,995,1011
1675,537,560,592
1676,152,149,156
1677,1750,1933,1934
1678,283,275,282
1679,1875,1788,1938
1680,680,673,721
1681,1036,1045,1091
1682,279,263,259
1683,696,676,738
1684,238,235,252
1685,2098,2067,2261
1686,1303,1348,1333
1687,425,403,450
1688,356,335,331
1689,729,726,710
1690,387,393,369
1691,777,825,883
1692,173,178,181
1693,487,466,479
1694,976,1058,1109
1695,374,381,439
1696,572,575,641
1697,299,323,356
1698,147,152,150
1699,1010,1023,1125
1700,1095,930,999
1701,1352,1429,1421
1702,596,597,652
1703,494,513,551
1704,268,264,289
1705,2362,2598,2452
1706,499,534,566
1707,1540,1658,1657
1708,1587,1724,1625
1709,696,715,797
1710,559,524,542
1711,729,671,737
1712,413,418,460
1713,261,267,306
1714,387,386,435
1715,534,551,558
1716,205,215,264
1717,196,169,164
1718,416,479,437
1719,338,355,337
1720,85,64,67
1721,675,736,764
1722,513,499,469
1723,1738,1646,1809
1724,772,714,859
1725,245,242,255
1726,153,154,131
1727,813,799,733
1728,201,184,182
1729,1936,1931,2021
1730,1019,990,1095
1731,332,287,292
1732,159,141,138
1733,253,244,247
1734,196,174,165
1735,453,444,448
1736,184,174,173
1737,478,437,466
1738,343,338,333
1739,157,171,145
1740,291,323,283
1741,314,365,305
1742,704,665,576
1743,697,827,696
1744,394,425,386
1745,1005,1087,980
1746,259,330,280
1747,514,598,497
1748,150,164,137
1749,867,1028,880
1750,179,211,182
1751,1060,1149,1049
1752,948,1064,897
1753,483,534,450
1754,302,318,299
1755,282,294,277
1756,281,303,279
1757,457,549,456
1758,279,302,248
1759,460,522,471
1760,582,660,532
1761,244,230,219
1762,255,226,216
1763,94,81,80
1764,136,127,117
1765,333,316,332
1766,364,313,333
1767,461,412,405
1768,78,71,68
1769,354,330,350
1770,148,126,118
1771,696,654,604
1772,238,199,207
1773,351,293,305
1774,287,266,255
1775,625,552,570
1776,272,228,240
1777,296,245,257
1778,227,192,202
1779,125,121,127
1780,167,154,141
1781,151,125,115
1782,106,95,100
1783,225,242,284
1784,305,327,365
1785,288,270,317
1786,233,198,245
1787,965,1065,1106
1788,759,745,750
1789,1132,1074,1165
1790,311,275,335
1791,462,446,492
1792,214,202,228
1793,1722,1800,1782
1794,299,329,335
1795,1603,1607,1715
1796,1403,1362,1435
1797,914,906,987
1798,404,416,400
1799,364,342,371
1800,306,306,337
1801,396,431,436
1802,282,260,305
1803,326,323,358
1804,357,344,384
1805,403,414,417
1806,166,171,167
1807,169,160,166
1808,276,269,255
1809,354,362,398
1810,320,337,348
1811,896,945,931
1812,124,126,121
1813,323,339,336
1814,117,98,98
1815,1239,1409,1310
1816,156,172,167
1817,869,913,905
1818,602,675,684
1819,895,970,946
1820,227,217,219
1821,201,194,190
1822,207,209,197
1823,146,159,152
1824,76,70,68
1825,202,206,215
1826,155,162,148
1827,18,17,18
1828,27,26,25
1829,38,33,35
1830,23,21,22
1831,68,67,60
1832,119,115,117
1833,265,230,239
1834,98,92,103
1835,50,41,47
1836,34,31,32
1837,98,84,91
1838,29,26,27
1839,252,253,238
1840,160,128,140
1841,39,33,34
1842,63,49,62
1843,64,53,62
1844,21,20,21
1845,45,44,45
1846,37,32,29
1847,50,40,47
1848,39,34,37
1849,536,549,516
1850,164,181,178
1851,53,57,52
1852,446,394,385
1853,510,472,521
1854,238,261,228
1855,363,371,363
1856,101,101,102
1857,750,778,670
1858,114,118,105
1859,978,1041,998
1860,141,153,143
1861,271,287,272
1862,223,241,219
1863,848,838,753
1864,228,247,216
1865,220,221,218
1866,302,308,299
1867,140,175,167
1868,191,195,185
1869,160,175,172
1870,69,73,66
1871,192,210,199
1872,110,113,110
1873,60,60,59
1874,176,169,171
1875,227,219,252
1876,135,136,129
1877,204,191,206
1878,51,55,53
1879,342,312,326
1880,66,68,66
1881,581,556,554
1882,102,100,108
1883,153,150,150
1884,136,130,129
1885,469,440,438
1886,160,157,167
1887,133,124,129
1888,161,166,169
1889,76,77,74
1890,84,87,83
1891,96,97,94
1892,39,42,40
1893,528,463,458
1894,207,192,193
1895,106,102,98
1896,636,545,575
1897,421,449,431
1898,220,204,218
1899,377,388,355
1900,113,112,108
1901,690,788,698
1902,149,134,137
1903,972,981,927
1904,149,140,143
1905,254,265,254
1906,286,281,277
1907,773,809,728
1908,322,313,306
1909,220,213,222
1910,312,298,283
1911,198,203,199
1912,192,182,192
1913,186,185,178
1914,86,82,82
1915,122,128,109
1916,41,49,39
1917,17,17,16
1918,106,105,89
1919,82,81,68
1920,60,63,56
1921,122,118,106
1922,22,24,21
1923,96,103,99
1924,25,29,21
1925,292,306,260
1926,24,27,23
1927,91,92,81
1928,61,66,57
1929,206,239,186
1930,52,55,45
1931,45,53,42
1932,38,42,33
1933,32,36,27
1934,29,29,27
1935,46,51,42
1936,18,21,16
1937,357,382,367
1938,174,195,162
1939,133,153,127
1940,456,418,402
1941,406,444,471
1942,300,294,259
1943,459,432,414
1944,119,132,110
1945,587,630,595
1946,107,102,89
1947,889,955,878
1948,133,157,130
1949,377,378,357
1950,326,335,289
1951,924,875,871
1952,264,277,246
1953,247,254,244
1954,217,225,199
1955,308,313,280
1956,131,142,118
1957,259,268,233
1958,111,124,104
1959,235,219,226
1960,102,101,102
1961,85,81,85
1962,147,159,155
1963,263,225,245
1964,176,164,169
1965,283,259,263
1966,76,65,69
1967,299,283,310
1968,73,72,71
1969,661,622,615
1970,110,107,109
1971,239,213,241
1972,166,158,156
1973,514,482,475
1974,211,187,189
1975,160,147,159
1976,150,150,140
1977,68,69,71
1978,67,67,63
1979,102,94,103
1980,52,53,49
1981,226,241,239
1982,158,170,147
1983,87,82,85
1984,439,420,422
1985,268,300,299
1986,168,183,166
1987,287,293,259
1988,69,70,72
1989,499,567,544
1990,108,100,96
1991,629,728,630
1992,113,110,109
1993,263,267,264
1994,224,235,214
1995,558,598,548
1996,213,220,215
1997,203,204,202
1998,142,151,140
1999,148,158,153
2000,107,104,107
2001,140,143,135
2002,73,68,74
2003,448,437,443
2004,201,197,200
2005,52,52,54
2006,411,399,411
2007,383,423,416
2008,315,326,318
2009,326,326,331
2010,70,74,78
2011,713,756,739
2012,124,120,125
2013,930,968,943
2014,132,140,131
2015,320,302,316
2016,282,290,282
2017,962,964,956
2018,230,252,235
2019,237,247,249
2020,278,280,280
2021,164,193,184
2022,188,187,184
2023,177,177,187
2024,49,49,54
2025,109,116,122
2026,534,599,547
2027,150,162,156
2028,72,68,65
2029,331,394,388
2030,732,870,670
2031,1222,1386,1242
2032,343,351,349
2033,859,977,794
2034,1164,1390,1197
2035,1178,1263,1119
2036,347,363,365
2037,921,1036,912
2038,1326,1499,1155
2039,532,565,504
2040,383,422,365
2041,537,620,515
2042,237,256,258
2043,287,310,314
2044,114,126,117
2045,362,406,407
2046,286,316,316
2047,233,210,220
2048,129,127,126
2049,181,160,181
2050,49,40,38
2051,247,256,295
2052,189,188,205
2053,434,380,443
2054,84,86,94
2055,71,68,81
2056,73,69,70
2057,701,649,705
2058,132,127,132
2059,305,281,321
2060,290,273,316
2061,289,261,298
2062,99,92,100
2063,149,148,163
2064,118,116,115
2065,57,50,55
2066,88,80,88
2067,308,282,337
2068,67,57,67
2069,144,152,126
2070,86,87,78
2071,33,30,28
2072,56,50,50
2073,95,107,91
2074,66,63,56
2075,138,131,127
2076,28,25,24
2077,51,52,53
2078,24,23,19
2079,221,247,226
2080,28,28,24
2081,91,88,89
2082,81,80,79
2083,102,88,93
2084,37,36,33
2085,55,61,52
2086,39,37,34
2087,21,22,20
2088,35,31,32
2089,55,55,55
2090,17,17,16
2091,86,92,84
2092,49,49,45
2093,65,73,60
2094,320,303,300
2095,290,302,309
2096,119,119,118
2097,396,425,404
2098,89,99,94
2099,796,883,797
2100,188,191,171
2101,523,589,545
2102,130,140,135
2103,256,271,241
2104,190,179,172
2105,411,442,419
2106,250,242,234
2107,238,232,213
2108,311,362,348
2109,116,141,127
2110,193,204,181
2111,106,104,99
2112,58,61,59
2113,113,123,124
2114,221,244,211
2115,281,282,264
2116,389,359,364
2117,522,567,564
2118,124,136,137
2119,474,489,479
2120,204,214,207
2121,875,936,897
2122,235,233,218
2123,499,565,515
2124,147,160,156
2125,613,667,625
2126,384,412,412
2127,386,423,399
2128,638,695,649
2129,315,325,326
2130,268,297,284
2131,401,500,454
2132,277,290,279
2133,291,319,343
2134,208,241,203
2135,40,36,39
2136,83,86,79
2137,54,47,57
2138,43,39,41
2139,137,128,125
2140,71,67,73
2141,139,127,130
2142,49,43,50
2143,264,255,280
2144,77,68,74
2145,280,261,264
2146,96,89,95
2147,111,100,104
2148,168,151,161
2149,202,199,207
2150,86,69,82
2151,110,106,104
2152,94,92,100
2153,61,52,61
2154,70,65,66
2155,58,56,56
2156,47,43,46
2157,164,142,154
2158,228,214,199
2159,242,204,200
2160,226,183,172
2161,745,670,675
2162,377,361,359
2163,1384,1299,1284
2164,548,530,520
2165,3545,3468,3461
2166,1163,1063,1024
2167,1676,1648,1482
2168,630,566,603
2169,1120,1083,1082
2170,955,936,938
2171,874,819,806
2172,577,515,519
2173,689,679,658
2174,734,725,703
2175,827,853,861
2176,370,340,354
2177,244,217,228
2178,418,392,389
2179,103,107,109
2180,145,168,168
2181,107,125,123
2182,150,152,157
2183,261,280,236
2184,169,196,202
2185,336,415,375
2186,218,253,205
2187,1114,1236,1051
2188,131,141,139
2189,334,430,381
2190,123,144,148
2191,355,447,403
2192,349,456,413
2193,316,400,336
2194,337,403,383
2195,198,248,249
2196,186,211,212
2197,250,332,310
2198,78,87,89
2199,147,164,156
2200,194,208,192
2201,112,94,95
2202,193,190,175
2203,146,150,143
2204,85,85,78
2205,231,228,254
2206,197,212,194
2207,350,340,334
2208,145,140,135
2209,873,900,858
2210,174,173,155
2211,606,571,562
2212,172,170,143
2213,317,325,318
2214,326,348,329
2215,471,449,422
2216,390,397,366
2217,193,198,183
2218,246,240,222
2219,195,198,200
2220,112,103,97
2221,120,122,114
2222,150,145,137
2223,97,83,103
2224,15,12,15
2225,21,17,22
2226,167,150,158
2227,37,38,40
2228,41,33,37
2229,173,152,166
2230,63,58,71
2231,474,444,490
2232,18,15,19
2233,273,246,276
2234,21,18,23
2235,205,159,194
2236,108,89,98
2237,234,226,252
2238,40,34,41
2239,28,22,28
2240,47,40,50
2241,64,64,75
2242,16,13,17
2243,17,15,20
2244,28,25,28
2245,129,136,120
2246,236,239,214
2247,103,100,94
2248,99,91,89
2249,267,290,268
2250,175,188,161
2251,347,391,356
2252,157,162,146
2253,1579,1722,1616
2254,210,214,179
2255,482,562,495
2256,147,152,129
2257,338,369,348
2258,300,292,288
2259,501,555,507
2260,266,262,231
2261,219,212,192
2262,315,391,321
2263,224,227,231
2264,119,127,111
2265,150,141,131
2266,105,115,106
2267,189,189,178
2268,97,104,92
2269,116,125,101
2270,272,251,242
2271,202,195,182
2272,173,174,149
2273,487,507,446
2274,201,212,192
2275,1079,1259,1030
2276,100,101,88
2277,638,668,591
2278,125,132,112
2279,491,499,447
2280,295,312,260
2281,661,727,624
2282,246,243,212
2283,228,246,214
2284,283,266,235
2285,407,464,399
2286,98,107,89
2287,127,133,118
2288,237,246,219
2289,192,198,175
2290,50,50,47
2291,37,37,36
2292,301,252,265
2293,183,158,156
2294,74,72,72
2295,152,154,141
2296,26,26,25
2297,237,222,230
2298,42,45,40
2299,226,235,210
2300,41,41,40
2301,131,132,120
2302,100,98,93
2303,87,91,80
2304,82,76,74
2305,83,82,77
2306,74,67,63
2307,72,68,67
2308,119,109,101
2309,127,116,113
2310,47,47,43
2311,43,31,44
2312,61,47,60
2313,32,28,32
2314,9,7,8
2315,85,90,87
2316,149,120,137
2317,198,163,172
2318,56,44,51
2319,172,172,188
2320,28,25,30
2321,288,259,257
2322,100,79,98
2323,150,134,131
2324,218,195,198
2325,258,245,242
2326,93,59,98
2327,96,61,100
2328,87,61,86
2329,35,28,34
2330,16,12,15
2331,58,46,57
2332,22,21,23
2333,6,10,10
2334,36,36,35
2335,19,21,20
2336,12,9,9
2337,52,47,49
2338,68,60,61
2339,181,136,163
2340,6,6,7
2341,15,11,15
2342,5,7,6
2343,116,108,113
2344,37,37,35
2345,115,101,104
2346,74,67,68
2347,124,100,116
2348,66,48,55
2349,81,62,74
2350,24,22,23
2351,23,28,27
2352,8,9,9
2353,32,31,31
2354,20,18,19
2355,113,118,119
2356,60,66,64
2357,39,41,39
2358,68,68,73
2359,290,311,302
2360,280,342,297
2361,364,388,367
2362,56,56,61
2363,359,410,359
2364,75,89,82
2365,934,1053,925
2366,175,195,185
2367,248,280,244
2368,626,697,629
2369,575,585,556
2370,185,205,187
2371,191,207,187
2372,193,209,198
2373,62,71,66
2374,149,163,155
2375,80,88,89
2376,43,40,43
2377,9,9,11
2378,86,86,94
2379,165,151,178
2380,20,17,17
2381,330,334,359
2382,136,120,142
2383,638,553,647
2384,424,362,438
2385,175,170,207
2386,113,123,120
2387,222,194,193
2388,70,64,79
2389,915,876,919
2390,402,373,409
2391,243,214,232
2392,52,47,60
2393,120,106,119
2394,98,103,106
2395,254,241,283
2396,46,45,54
2397,163,154,167
2398,186,183,176
2399,110,115,111
2400,153,160,140
2401,90,91,88
2402,104,106,108
2403,258,305,270
2404,327,354,312
2405,340,348,320
2406,89,80,88
2407,239,232,237
2408,95,95,92
2409,523,574,489
2410,200,198,184
2411,398,402,379
2412,496,477,428
2413,608,566,557
2414,202,197,169
2415,169,173,151
2416,138,140,126
2417,69,67,69
2418,94,101,94
2419,156,147,138
2420,57,53,58
2421,79,72,72
2422,100,93,86
2423,33,32,32
2424,48,44,41
2425,190,189,183
2426,152,149,147
2427,280,294,274
2428,40,36,37
2429,184,177,179
2430,68,69,68
2431,471,534,473
2432,78,69,78
2433,288,322,288
2434,231,253,226
2435,245,245,226
2436,92,85,92
2437,86,77,80
2438,144,136,118
2439,32,34,34
2440,66,69,63
2441,85,79,80
2442,28,31,28
2465,168,174,165
2466,126,136,114
2467,34,34,34
2468,51,52,54
2469,320,346,317
2470,327,344,331
2471,252,247,229
2472,48,49,46
2473,506,582,551
2474,117,134,115
2475,694,781,732
2476,167,172,156
2477,250,261,237
2478,321,343,315
2479,557,575,539
2480,207,219,186
2481,180,181,170
2482,261,271,246
2483,47,47,46
2484,164,168,157
2485,97,96,91
2486,41,41,40
2487,158,176,151
2488,253,240,219
2489,147,135,122
2490,247,247,238
2491,376,393,355
2492,171,166,137
2493,375,378,322
2494,112,109,99
2495,433,511,458
2496,138,132,111
2497,400,424,379
2498,116,109,101
2499,387,399,333
2500,333,314,290
2501,265,277,249
2502,199,188,184
2503,237,222,210
2504,106,111,97
2505,135,147,139
2506,241,240,204
2507,157,150,142
2508,162,182,165
2509,130,122,120
2510,191,179,180
2511,126,127,117
2512,65,57,64
2513,377,365,398
2514,515,570,502
2515,484,491,469
2516,167,160,168
2517,322,346,357
2518,196,193,194
2519,705,729,692
2520,217,206,202
2521,468,467,457
2522,839,878,867
2523,319,314,329
2524,217,191,205
2525,323,332,322
2526,238,210,226
2527,83,87,98
2528,212,200,195
2529,302,289,309
2530,67,60,66
2531,18,13,18
2532,70,73,65
2533,82,75,74
2534,20,16,19
2535,84,87,77
2536,80,72,68
2537,244,210,209
2538,48,47,50
2539,22,18,21
2540,16,13,17
2541,66,63,65
2542,59,55,56
2543,126,115,110
2544,192,175,178
2545,41,37,41
2546,77,64,73
2547,261,215,231
2548,18,14,18
2549,37,38,37
2550,48,47,51
2551,192,167,166
2552,55,51,52
2553,47,48,51
2554,268,254,249
2555,171,166,179
2556,75,66,68
2557,593,633,665
2558,164,158,163
2559,343,352,336
2560,419,389,398
2561,238,238,227
2562,116,107,109
2563,366,355,336
2564,138,142,138
2565,697,697,675
2566,481,474,457
2567,215,198,206
2568,134,131,135
2569,227,215,212
2570,93,83,88
2571,78,79,82
2572,329,328,316
2573,337,336,325
2574,85,87,88
2575,145,153,149
2576,441,519,425
2577,353,400,363
2578,144,130,132
2579,780,1039,881
2580,331,398,329
2581,411,469,407
2582,262,298,281
2583,497,572,500
2584,211,213,198
2585,890,1022,821
2586,218,233,215
2587,642,741,602
2588,736,872,708
2589,524,587,530
2590,277,293,260
2591,468,507,431
2592,194,228,200
2593,129,141,141
2594,783,835,716
2595,393,442,371
2596,127,146,132
2597,26,20,26
2598,862,720,855
2599,60,51,60
2600,62,47,62
2601,458,408,480
2602,111,95,112
2603,310,239,285
2604,99,85,101
2605,272,220,278
2606,33,25,32
2607,432,368,418
2608,48,47,55
2609,456,388,444
2610,589,451,546
2611,271,224,258
2612,233,198,224
2613,178,146,169
2614,94,77,100
2615,131,102,144
2616,482,396,431
2617,118,86,111
2618,25,23,24
2619,36,34,36
2620,133,120,113
2621,61,58,55
2622,60,57,58
2623,323,349,325
2624,69,70,61
2625,165,168,154
2626,84,77,85
2627,102,97,110
2628,77,74,62
2629,184,175,166
2630,61,65,50
2631,308,317,298
2632,207,204,203
2633,104,99,99
2634,49,44,42
2635,97,94,95
2636,66,55,53
2637,13,12,13
2638,249,237,222
2639,176,163,154
2640,6,7,8
2641,87,93,93
2642,39,41,38
2643,41,42,36
2644,23,24,27
2645,111,119,119
2646,133,146,129
2647,164,156,143
2648,60,48,55
2649,135,128,144
2650,59,55,55
2651,419,435,421
2652,97,105,95
2653,110,111,97
2654,309,313,302
2655,160,135,157
2656,107,106,100
2657,112,116,98
2658,58,50,50
2659,25,27,26
2660,33,34,28
2661,71,73,70
2662,8,11,9
2663,60,72,64
2664,66,68,64
2665,43,43,46
2666,54,55,51
2667,165,158,138
2668,109,114,105
2669,88,93,88
2670,22,23,24
2671,278,270,253
2672,95,105,90
2673,241,250,208
2674,55,54,56
2675,73,75,71
2676,83,76,70
2677,187,188,162
2678,135,130,118
2679,189,191,167
2680,69,70,68
2681,65,64,63
2682,71,71,73
2683,186,181,161
2684,40,38,39
2685,227,212,201
2686,275,262,276
2687,167,157,146
2688,265,270,239
2689,257,263,260
2690,126,131,129
2691,402,418,406
2692,169,180,157
2693,2389,2298,2178
2694,303,293,287
2695,580,606,596
2696,159,159,152
2697,303,312,318
2698,290,286,288
2699,559,574,558
2700,294,290,304
2701,276,272,288
2702,273,267,280
2703,629,629,634
2704,94,92,93
2705,279,276,285
2706,300,291,285
2707,308,318,313
2708,368,404,364
2709,278,283,270
2710,249,256,234
2711,572,642,623
2712,437,474,433
2713,1055,1130,1060
2714,361,387,363
2715,7753,8335,7710
2716,998,971,883
2717,1996,2027,1917
2718,466,472,431
2719,918,969,945
2720,885,949,887
2721,1690,1708,1618
2722,691,752,675
2723,624,713,652
2724,1256,1311,1251
2725,1677,1793,1543
2726,257,270,257
2727,400,424,393
2728,950,945,892
2729,130,119,119
2730,277,259,287
2731,199,179,177
2732,256,229,224
2733,282,261,283
2734,120,111,121
2735,342,326,346
2736,153,141,140
2737,1314,1256,1306
2738,222,193,199
2739,376,377,401
2740,118,107,119
2741,334,291,329
2742,300,283,296
2743,348,322,356
2744,196,188,194
2745,218,197,202
2746,94,89,88
2747,453,451,475
2748,126,123,122
2749,166,156,159
2750,233,210,211
2751,133,132,122
2752,252,270,259
2753,133,134,127
2754,104,105,96
2755,268,297,276
2756,214,225,223
2757,461,480,487
2758,156,172,153
2759,4030,4283,4197
2760,451,488,485
2761,1062,1068,1139
2762,274,306,282
2763,410,432,410
2764,577,601,583
2765,1358,1393,1289
2766,423,459,444
2767,434,483,447
2768,552,592,557
2769,583,621,607
2770,129,136,128
2771,176,197,185
2772,288,286,308
2773,197,210,204
2774,2658,2682,2613
2775,672,676,649
2776,98,95,97
2777,1249,1307,1271
2778,1312,1426,1341
2779,2591,2644,2691
2780,1419,1469,1414
2781,1800,1808,1688
2782,1971,1850,1772
2783,1936,1889,1915
2784,779,816,796
2785,3197,3271,3228
2786,2880,2804,2869
2787,1397,1431,1308
2788,1056,1128,1063
2789,1261,1299,1274
2790,501,539,481
2791,1247,1265,1223
2792,273,267,260
2793,1309,1396,1378
2794,852,840,818
2795,205,173,201
2796,423,424,440
2797,450,415,443
2798,73,79,74
2799,706,714,752
2800,667,676,723
2801,1430,1499,1512
2802,464,471,483
2803,3233,3173,3031
2804,473,467,508
2805,1347,1272,1348
2806,521,522,561
2807,1848,1825,1879
2808,1946,2082,1965
2809,790,768,843
2810,822,790,862
2811,1058,1079,1094
2812,298,298,318
2813,329,339,381
2814,366,336,366
2815,310,318,336
2816,487,474,517
2817,1455,1371,1498
2818,237,227,237
2819,248,225,232
2820,1615,1422,1622
2821,418,446,420
2822,489,508,498
2823,1485,1523,1536
2824,495,519,472
2825,1416,1510,1516
2826,229,223,237
2827,1472,1583,1565
2828,326,325,338
2829,1181,1150,1174
2830,1023,1069,1010
2831,1261,1278,1226
2832,399,414,412
2833,365,352,354
2834,376,378,371
2835,621,599,579
2836,199,180,187
2837,464,445,479
2838,404,403,381
2839,183,186,198
2840,47,47,51
2841,32,31,32
2842,39,40,39
2843,102,110,111
2844,216,217,235
2845,201,208,207
2846,34,31,36
2847,205,195,191
2848,66,65,67
2849,591,539,583
2850,156,146,151
2851,118,106,116
2852,177,180,175
2853,300,292,316
2854,125,128,127
2855,157,162,163
2856,63,52,66
2857,45,43,44
2858,44,43,44
2859,56,63,58
2860,17,19,20
2861,841,814,823
2862,284,285,291
2863,300,280,292
2864,432,425,418
2865,655,679,707
2866,683,666,706
2867,980,1019,1012
2868,379,387,399
2869,897,966,913
2870,328,326,330
2871,1167,1233,1166
2872,771,756,746
2873,643,634,666
2874,953,952,943
2875,868,913,890
2876,843,876,805
2877,885,929,878
2878,373,382,384
2879,327,348,339
2880,313,300,312
2881,273,269,277
2882,187,175,169
2883,556,607,587
2884,295,353,312
2885,332,314,309
2886,71,89,77
2887,1102,1185,1128
2888,1561,1760,1621
2889,2437,2634,2415
2890,622,704,679
2891,1267,1461,1358
2892,648,789,810
2893,3439,3746,3479
2894,1423,1603,1502
2895,1538,1622,1571
2896,2525,2588,2538
2897,1655,1878,1714
2898,1059,1091,1084
2899,1346,1361,1373
2900,762,794,805
2901,470,526,515
2902,303,329,331
2903,447,484,449
2904,202,209,205
2905,85,86,84
2906,348,357,358
2907,272,239,250
2908,230,221,201
2909,779,908,809
2910,521,570,536
2911,1240,1334,1200
2912,498,500,492
2913,1032,1129,1029
2914,611,643,586
2915,809,893,869
2916,533,593,534
2917,1045,1008,997
2918,1272,1330,1183
2919,1390,1591,1548
2920,499,542,488
2921,662,737,648
2922,528,591,548
2923,252,267,248
2924,423,439,415
2925,720,748,695
2926,132,132,127
2927,54,57,51
2928,375,372,356
2929,288,313,296
2930,55,54,53
2931,587,562,574
2932,432,461,412
2933,1051,977,1004
2934,654,636,649
2935,970,912,944
2936,433,487,451
2937,678,649,686
2938,393,403,394
2939,1158,1104,1086
2940,988,931,929
2941,619,598,601
2942,379,411,370
2943,488,524,462
2944,279,292,260
2945,464,445,445
2946,272,280,261
2947,657,568,569
2948,301,307,288
2949,69,77,75
2950,601,621,573
2951,449,454,392
2952,59,58,62
2953,814,906,826
2954,734,776,683
2955,1177,1253,1187
2956,605,602,548
2957,737,772,697
2958,507,503,448
2959,977,1037,933
2960,520,557,514
2961,1368,1509,1350
2962,1120,1226,1099
2963,737,764,708
2964,626,623,582
2965,637,672,617
2966,406,418,379
2967,357,339,342
2968,276,293,248
2969,507,500,491
2970,693,625,630
2971,210,230,232
2972,801,751,720
2973,666,646,607
2974,184,196,181
2975,1229,1199,1029
2976,1042,1040,921
2977,2013,2126,1981
2978,596,588,563
2979,1519,1487,1384
2980,532,505,473
2981,2154,2180,2002
2982,653,668,608
2983,1638,1651,1518
2984,2086,2139,1928
2985,1313,1368,1357
2986,865,863,733
2987,1136,1138,982
2988,451,448,442
2989,839,845,803
2990,441,441,418
2991,538,559,532
2992,615,601,588
2993,527,440,515
2994,361,333,347
2995,466,435,421
2996,793,663,728
2997,576,517,558
2998,672,622,640
2999,1089,1001,1004
3000,680,604,636
3001,448,411,460
3002,146,129,122
3003,1309,1139,1165
3004,295,278,284
3005,1393,1293,1303
3006,965,898,917
3007,664,562,620
3008,263,249,244
3009,410,381,385
3010,228,219,212
3011,180,190,169
3012,297,242,276
3013,458,423,417
3014,80,85,79
3015,62,64,58
3016,1209,1190,1236
3017,929,931,939
3018,265,283,268
3019,2307,2456,2517
3020,351,364,372
3021,2795,2904,3032
3022,995,964,1014
3023,2422,2348,2435
3024,397,391,395
3025,868,883,900
3026,333,384,370
3027,2970,3066,3254
3028,1749,1789,1889
3029,662,679,710
3030,422,435,447
3031,1096,1153,1139
3032,522,556,549
3033,1544,1483,1568
3034,228,209,231
3035,679,700,719
3036,1719,1870,1735
3037,1219,1160,1327
3038,860,810,867
3039,619,585,627
3040,619,537,630
3041,1643,1595,1576
3042,1548,1479,1485
3043,2790,2970,2788
3044,1051,1060,1074
3045,1157,1280,1260
3046,511,475,531
3047,3271,3631,3407
3048,1119,1058,1155
3049,2763,3051,2997
3050,3160,3344,2991
3051,1424,1471,1501
3052,1021,961,1032
3053,1452,1351,1382
3054,762,710,792
3055,605,592,666
3056,681,620,699
3057,898,896,916
3058,403,378,422
3059,304,285,281
3060,520,552,551
3061,668,677,631
3062,119,102,118
3063,1116,1114,1186
3064,994,935,1055
3065,3217,3248,3342
3066,1371,1335,1371
3067,575,535,610
3068,227,235,232
3069,1386,1364,1457
3070,360,353,381
3071,3490,3464,3747
3072,1913,1830,1953
3073,617,610,630
3074,216,206,213
3075,421,412,478
3076,309,294,304
3077,1056,968,1032
3078,235,237,244
3079,837,819,822
3080,793,741,748
3081,203,211,219
3082,386,390,386
3083,453,461,429
3084,773,748,780
3085,644,727,741
3086,564,568,529
3087,1395,1534,1494
3088,396,426,393
3089,826,845,863
3090,200,201,188
3091,1168,1191,1173
3092,268,280,267
3093,1283,1435,1400
3094,1259,1422,1294
3095,777,779,763
3096,411,408,441
3097,380,394,392
3098,376,379,376
3099,772,753,750
3100,295,291,288
3101,454,466,435
3102,910,895,880
3103,336,338,321
3104,272,262,249
3105,112,104,113
3106,152,156,135
3107,337,365,343
3108,373,362,371
3109,596,558,577
3110,89,87,89
3111,606,571,613
3112,151,138,150
3113,745,722,728
3114,300,289,296
3115,395,364,360
3116,371,331,327
3117,826,750,866
3118,305,300,290
3119,369,350,340
3120,246,225,228
3121,195,186,195
3122,169,168,167
3123,145,145,144
3124,151,147,148
3125,339,366,397
3126,439,486,507
3127,468,454,488
3128,336,321,349
3129,1390,1383,1439
3130,966,1013,1029
3131,1651,1582,1674
3132,479,497,510
3133,1002,1021,1089
3134,314,318,316
3135,1977,1942,2116
3136,482,514,525
3137,2264,2260,2408
3138,1825,1841,1977
3139,1366,1380,1476
3140,516,511,546
3141,668,692,716
