,adcode,bodyType,id,model,province,regMonth,regYear,popularity,carCommentVolum,newsReplyVolum,label
7234,210000,SUV,0,bb9fbec9a2833839,辽宁,6,2016,1787.0,28.0,1904.0,149.0
7235,500000,SUV,0,bb9fbec9a2833839,重庆,6,2016,1300.0,28.0,1904.0,135.0
7236,610000,SUV,0,bb9fbec9a2833839,陕西,6,2016,2475.0,28.0,1904.0,148.0
7237,230000,SUV,0,bb9fbec9a2833839,黑龙江,6,2016,1432.0,28.0,1904.0,121.0
7238,310000,SUV,0,da457d15788fe8ee,上海,6,2016,3802.0,40.0,732.0,576.0
7239,530000,SUV,0,da457d15788fe8ee,云南,6,2016,2699.0,40.0,732.0,204.0
7240,150000,SUV,0,da457d15788fe8ee,内蒙古,6,2016,1715.0,40.0,732.0,169.0
7241,110000,SUV,0,da457d15788fe8ee,北京,6,2016,6567.0,40.0,732.0,1008.0
7242,510000,SUV,0,da457d15788fe8ee,四川,6,2016,8042.0,40.0,732.0,748.0
7243,340000,SUV,0,da457d15788fe8ee,安徽,6,2016,2895.0,40.0,732.0,300.0
7244,370000,SUV,0,da457d15788fe8ee,山东,6,2016,6742.0,40.0,732.0,623.0
7245,140000,SUV,0,da457d15788fe8ee,山西,6,2016,1879.0,40.0,732.0,127.0
7246,440000,SUV,0,da457d15788fe8ee,广东,6,2016,10927.0,40.0,732.0,1303.0
7247,450000,SUV,0,da457d15788fe8ee,广西,6,2016,1562.0,40.0,732.0,161.0
7248,320000,SUV,0,da457d15788fe8ee,江苏,6,2016,8239.0,40.0,732.0,1078.0
7249,360000,SUV,0,da457d15788fe8ee,江西,6,2016,2076.0,40.0,732.0,228.0
7250,130000,SUV,0,da457d15788fe8ee,河北,6,2016,5256.0,40.0,732.0,442.0
7251,410000,SUV,0,da457d15788fe8ee,河南,6,2016,5922.0,40.0,732.0,472.0
7252,330000,SUV,0,da457d15788fe8ee,浙江,6,2016,7551.0,40.0,732.0,1251.0
7253,420000,SUV,0,da457d15788fe8ee,湖北,6,2016,3999.0,40.0,732.0,467.0
7254,430000,SUV,0,da457d15788fe8ee,湖南,6,2016,3584.0,40.0,732.0,451.0
7255,350000,SUV,0,da457d15788fe8ee,福建,6,2016,2863.0,40.0,732.0,272.0
7256,210000,SUV,0,da457d15788fe8ee,辽宁,6,2016,2917.0,40.0,732.0,340.0
7257,500000,SUV,0,da457d15788fe8ee,重庆,6,2016,1988.0,40.0,732.0,291.0
7258,610000,SUV,0,da457d15788fe8ee,陕西,6,2016,3529.0,40.0,732.0,302.0
7259,230000,SUV,0,da457d15788fe8ee,黑龙江,6,2016,2272.0,40.0,732.0,224.0
7260,310000,Sedan,0,6858d6dfe680bdf7,上海,6,2016,3195.0,316.0,1501.0,547.0
7261,530000,Sedan,0,6858d6dfe680bdf7,云南,6,2016,1602.0,316.0,1501.0,183.0
7262,150000,Sedan,0,6858d6dfe680bdf7,内蒙古,6,2016,809.0,316.0,1501.0,52.0
7263,110000,Sedan,0,6858d6dfe680bdf7,北京,6,2016,4578.0,316.0,1501.0,595.0
7264,510000,Sedan,0,6858d6dfe680bdf7,四川,6,2016,5725.0,316.0,1501.0,569.0
7265,340000,Sedan,0,6858d6dfe680bdf7,安徽,6,2016,2403.0,316.0,1501.0,284.0
7266,370000,Sedan,0,6858d6dfe680bdf7,山东,6,2016,4662.0,316.0,1501.0,386.0
7267,140000,Sedan,0,6858d6dfe680bdf7,山西,6,2016,1028.0,316.0,1501.0,61.0
7268,440000,Sedan,0,6858d6dfe680bdf7,广东,6,2016,8431.0,316.0,1501.0,1023.0
7269,450000,Sedan,0,6858d6dfe680bdf7,广西,6,2016,1121.0,316.0,1501.0,110.0
7270,320000,Sedan,0,6858d6dfe680bdf7,江苏,6,2016,6323.0,316.0,1501.0,879.0
7271,360000,Sedan,0,6858d6dfe680bdf7,江西,6,2016,1391.0,316.0,1501.0,160.0
7272,130000,Sedan,0,6858d6dfe680bdf7,河北,6,2016,3659.0,316.0,1501.0,287.0
7273,410000,Sedan,0,6858d6dfe680bdf7,河南,6,2016,3929.0,316.0,1501.0,315.0
7274,330000,Sedan,0,6858d6dfe680bdf7,浙江,6,2016,7301.0,316.0,1501.0,1389.0
7275,420000,Sedan,0,6858d6dfe680bdf7,湖北,6,2016,2428.0,316.0,1501.0,266.0
7276,430000,Sedan,0,6858d6dfe680bdf7,湖南,6,2016,2394.0,316.0,1501.0,336.0
7277,350000,Sedan,0,6858d6dfe680bdf7,福建,6,2016,2099.0,316.0,1501.0,252.0
7278,210000,Sedan,0,6858d6dfe680bdf7,辽宁,6,2016,1795.0,316.0,1501.0,205.0
7279,500000,Sedan,0,6858d6dfe680bdf7,重庆,6,2016,1585.0,316.0,1501.0,227.0
7280,610000,Sedan,0,6858d6dfe680bdf7,陕西,6,2016,2833.0,316.0,1501.0,182.0
7281,230000,Sedan,0,6858d6dfe680bdf7,黑龙江,6,2016,1163.0,316.0,1501.0,66.0
7282,310000,MPV,0,79de4e4b24c35b04,上海,6,2016,3401.0,119.0,2707.0,256.0
7283,530000,MPV,0,79de4e4b24c35b04,云南,6,2016,3817.0,119.0,2707.0,552.0
7284,150000,MPV,0,79de4e4b24c35b04,内蒙古,6,2016,1101.0,119.0,2707.0,99.0
7285,110000,MPV,0,79de4e4b24c35b04,北京,6,2016,5726.0,119.0,2707.0,194.0
7286,510000,MPV,0,79de4e4b24c35b04,四川,6,2016,7145.0,119.0,2707.0,569.0
7287,340000,MPV,0,79de4e4b24c35b04,安徽,6,2016,3034.0,119.0,2707.0,790.0
7288,370000,MPV,0,79de4e4b24c35b04,山东,6,2016,9201.0,119.0,2707.0,1628.0
7289,140000,MPV,0,79de4e4b24c35b04,山西,6,2016,3328.0,119.0,2707.0,353.0
7290,440000,MPV,0,79de4e4b24c35b04,广东,6,2016,24471.0,119.0,2707.0,2768.0
7291,450000,MPV,0,79de4e4b24c35b04,广西,6,2016,4845.0,119.0,2707.0,1690.0
7292,320000,MPV,0,79de4e4b24c35b04,江苏,6,2016,7659.0,119.0,2707.0,1272.0
7293,360000,MPV,0,79de4e4b24c35b04,江西,6,2016,2202.0,119.0,2707.0,410.0
7294,130000,MPV,0,79de4e4b24c35b04,河北,6,2016,6582.0,119.0,2707.0,888.0
7295,410000,MPV,0,79de4e4b24c35b04,河南,6,2016,14707.0,119.0,2707.0,3020.0
7296,330000,MPV,0,79de4e4b24c35b04,浙江,6,2016,7855.0,119.0,2707.0,799.0
7297,420000,MPV,0,79de4e4b24c35b04,湖北,6,2016,3646.0,119.0,2707.0,488.0
7298,430000,MPV,0,79de4e4b24c35b04,湖南,6,2016,3841.0,119.0,2707.0,747.0
7299,350000,MPV,0,79de4e4b24c35b04,福建,6,2016,3058.0,119.0,2707.0,360.0
7300,210000,MPV,0,79de4e4b24c35b04,辽宁,6,2016,2691.0,119.0,2707.0,376.0
7301,500000,MPV,0,79de4e4b24c35b04,重庆,6,2016,1835.0,119.0,2707.0,287.0
7302,610000,MPV,0,79de4e4b24c35b04,陕西,6,2016,4209.0,119.0,2707.0,358.0
7303,230000,MPV,0,79de4e4b24c35b04,黑龙江,6,2016,2863.0,119.0,2707.0,475.0
7304,310000,Sedan,0,12f8b7e14947c34d,上海,6,2016,2109.0,383.0,1128.0,835.0
7305,530000,Sedan,0,12f8b7e14947c34d,云南,6,2016,723.0,383.0,1128.0,208.0
7306,150000,Sedan,0,12f8b7e14947c34d,内蒙古,6,2016,906.0,383.0,1128.0,415.0
7307,110000,Sedan,0,12f8b7e14947c34d,北京,6,2016,2409.0,383.0,1128.0,346.0
7308,510000,Sedan,0,12f8b7e14947c34d,四川,6,2016,2623.0,383.0,1128.0,695.0
7309,340000,Sedan,0,12f8b7e14947c34d,安徽,6,2016,1236.0,383.0,1128.0,357.0
7310,370000,Sedan,0,12f8b7e14947c34d,山东,6,2016,3282.0,383.0,1128.0,1075.0
7311,140000,Sedan,0,12f8b7e14947c34d,山西,6,2016,929.0,383.0,1128.0,259.0
7312,440000,Sedan,0,12f8b7e14947c34d,广东,6,2016,2514.0,383.0,1128.0,296.0
7313,450000,Sedan,0,12f8b7e14947c34d,广西,6,2016,423.0,383.0,1128.0,153.0
7314,320000,Sedan,0,12f8b7e14947c34d,江苏,6,2016,3747.0,383.0,1128.0,1504.0
7315,360000,Sedan,0,12f8b7e14947c34d,江西,6,2016,700.0,383.0,1128.0,268.0
7316,130000,Sedan,0,12f8b7e14947c34d,河北,6,2016,2259.0,383.0,1128.0,713.0
7317,410000,Sedan,0,12f8b7e14947c34d,河南,6,2016,2312.0,383.0,1128.0,595.0
7318,330000,Sedan,0,12f8b7e14947c34d,浙江,6,2016,2173.0,383.0,1128.0,655.0
7319,420000,Sedan,0,12f8b7e14947c34d,湖北,6,2016,989.0,383.0,1128.0,303.0
7320,430000,Sedan,0,12f8b7e14947c34d,湖南,6,2016,1049.0,383.0,1128.0,388.0
7321,350000,Sedan,0,12f8b7e14947c34d,福建,6,2016,989.0,383.0,1128.0,207.0
7322,210000,Sedan,0,12f8b7e14947c34d,辽宁,6,2016,809.0,383.0,1128.0,151.0
7323,500000,Sedan,0,12f8b7e14947c34d,重庆,6,2016,547.0,383.0,1128.0,218.0
7324,610000,Sedan,0,12f8b7e14947c34d,陕西,6,2016,2076.0,383.0,1128.0,666.0
7325,230000,Sedan,0,12f8b7e14947c34d,黑龙江,6,2016,805.0,383.0,1128.0,200.0
7326,310000,Sedan,0,04e66e578f653ab9,上海,6,2016,654.0,18.0,335.0,293.0
7327,530000,Sedan,0,04e66e578f653ab9,云南,6,2016,272.0,18.0,335.0,88.0
7328,150000,Sedan,0,04e66e578f653ab9,内蒙古,6,2016,277.0,18.0,335.0,57.0
7329,110000,Sedan,0,04e66e578f653ab9,北京,6,2016,918.0,18.0,335.0,157.0
7330,510000,Sedan,0,04e66e578f653ab9,四川,6,2016,1031.0,18.0,335.0,134.0
7331,340000,Sedan,0,04e66e578f653ab9,安徽,6,2016,523.0,18.0,335.0,105.0
7332,370000,Sedan,0,04e66e578f653ab9,山东,6,2016,1219.0,18.0,335.0,208.0
7333,140000,Sedan,0,04e66e578f653ab9,山西,6,2016,320.0,18.0,335.0,47.0
7334,440000,Sedan,0,04e66e578f653ab9,广东,6,2016,934.0,18.0,335.0,119.0
7335,450000,Sedan,0,04e66e578f653ab9,广西,6,2016,167.0,18.0,335.0,35.0
7336,320000,Sedan,0,04e66e578f653ab9,江苏,6,2016,1374.0,18.0,335.0,326.0
7337,360000,Sedan,0,04e66e578f653ab9,江西,6,2016,243.0,18.0,335.0,55.0
7338,130000,Sedan,0,04e66e578f653ab9,河北,6,2016,915.0,18.0,335.0,117.0
7339,410000,Sedan,0,04e66e578f653ab9,河南,6,2016,928.0,18.0,335.0,115.0
7340,330000,Sedan,0,04e66e578f653ab9,浙江,6,2016,794.0,18.0,335.0,199.0
7341,420000,Sedan,0,04e66e578f653ab9,湖北,6,2016,371.0,18.0,335.0,47.0
7342,430000,Sedan,0,04e66e578f653ab9,湖南,6,2016,358.0,18.0,335.0,93.0
7343,350000,Sedan,0,04e66e578f653ab9,福建,6,2016,402.0,18.0,335.0,80.0
7344,210000,Sedan,0,04e66e578f653ab9,辽宁,6,2016,489.0,18.0,335.0,22.0
7345,500000,Sedan,0,04e66e578f653ab9,重庆,6,2016,191.0,18.0,335.0,68.0
7346,610000,Sedan,0,04e66e578f653ab9,陕西,6,2016,610.0,18.0,335.0,92.0
7347,230000,Sedan,0,04e66e578f653ab9,黑龙江,6,2016,280.0,18.0,335.0,30.0
7348,310000,Sedan,0,dff803b4024d261d,上海,6,2016,186.0,149.0,224.0,138.0
7349,530000,Sedan,0,dff803b4024d261d,云南,6,2016,110.0,149.0,224.0,62.0
7350,150000,Sedan,0,dff803b4024d261d,内蒙古,6,2016,58.0,149.0,224.0,104.0
7351,110000,Sedan,0,dff803b4024d261d,北京,6,2016,417.0,149.0,224.0,362.0
7352,510000,Sedan,0,dff803b4024d261d,四川,6,2016,638.0,149.0,224.0,313.0
7353,340000,Sedan,0,dff803b4024d261d,安徽,6,2016,134.0,149.0,224.0,112.0
7354,370000,Sedan,0,dff803b4024d261d,山东,6,2016,493.0,149.0,224.0,583.0
7355,140000,Sedan,0,dff803b4024d261d,山西,6,2016,119.0,149.0,224.0,121.0
7356,440000,Sedan,0,dff803b4024d261d,广东,6,2016,2165.0,149.0,224.0,1204.0
7357,450000,Sedan,0,dff803b4024d261d,广西,6,2016,355.0,149.0,224.0,302.0
7358,320000,Sedan,0,dff803b4024d261d,江苏,6,2016,404.0,149.0,224.0,633.0
7359,360000,Sedan,0,dff803b4024d261d,江西,6,2016,184.0,149.0,224.0,199.0
7360,130000,Sedan,0,dff803b4024d261d,河北,6,2016,255.0,149.0,224.0,271.0
7361,410000,Sedan,0,dff803b4024d261d,河南,6,2016,433.0,149.0,224.0,225.0
7362,330000,Sedan,0,dff803b4024d261d,浙江,6,2016,426.0,149.0,224.0,536.0
7363,420000,Sedan,0,dff803b4024d261d,湖北,6,2016,476.0,149.0,224.0,422.0
7364,430000,Sedan,0,dff803b4024d261d,湖南,6,2016,376.0,149.0,224.0,267.0
7365,350000,Sedan,0,dff803b4024d261d,福建,6,2016,251.0,149.0,224.0,255.0
7366,210000,Sedan,0,dff803b4024d261d,辽宁,6,2016,168.0,149.0,224.0,263.0
7367,500000,Sedan,0,dff803b4024d261d,重庆,6,2016,320.0,149.0,224.0,467.0
7368,610000,Sedan,0,dff803b4024d261d,陕西,6,2016,199.0,149.0,224.0,82.0
7369,230000,Sedan,0,dff803b4024d261d,黑龙江,6,2016,80.0,149.0,224.0,81.0
7370,310000,SUV,0,61e73e32ad101892,上海,6,2016,218.0,103.0,1792.0,259.0
7371,530000,SUV,0,61e73e32ad101892,云南,6,2016,204.0,103.0,1792.0,259.0
7372,150000,SUV,0,61e73e32ad101892,内蒙古,6,2016,151.0,103.0,1792.0,415.0
7373,110000,SUV,0,61e73e32ad101892,北京,6,2016,597.0,103.0,1792.0,776.0
7374,510000,SUV,0,61e73e32ad101892,四川,6,2016,716.0,103.0,1792.0,668.0
7375,340000,SUV,0,61e73e32ad101892,安徽,6,2016,220.0,103.0,1792.0,209.0
7376,370000,SUV,0,61e73e32ad101892,山东,6,2016,612.0,103.0,1792.0,666.0
7377,140000,SUV,0,61e73e32ad101892,山西,6,2016,183.0,103.0,1792.0,232.0
7378,440000,SUV,0,61e73e32ad101892,广东,6,2016,2040.0,103.0,1792.0,1676.0
7379,450000,SUV,0,61e73e32ad101892,广西,6,2016,302.0,103.0,1792.0,312.0
7380,320000,SUV,0,61e73e32ad101892,江苏,6,2016,477.0,103.0,1792.0,594.0
7381,360000,SUV,0,61e73e32ad101892,江西,6,2016,169.0,103.0,1792.0,228.0
7382,130000,SUV,0,61e73e32ad101892,河北,6,2016,453.0,103.0,1792.0,655.0
7383,410000,SUV,0,61e73e32ad101892,河南,6,2016,579.0,103.0,1792.0,478.0
7384,330000,SUV,0,61e73e32ad101892,浙江,6,2016,406.0,103.0,1792.0,696.0
7385,420000,SUV,0,61e73e32ad101892,湖北,6,2016,712.0,103.0,1792.0,1189.0
7386,430000,SUV,0,61e73e32ad101892,湖南,6,2016,430.0,103.0,1792.0,432.0
7387,350000,SUV,0,61e73e32ad101892,福建,6,2016,283.0,103.0,1792.0,254.0
7388,210000,SUV,0,61e73e32ad101892,辽宁,6,2016,346.0,103.0,1792.0,717.0
7389,500000,SUV,0,61e73e32ad101892,重庆,6,2016,267.0,103.0,1792.0,863.0
7390,610000,SUV,0,61e73e32ad101892,陕西,6,2016,297.0,103.0,1792.0,401.0
7391,230000,SUV,0,61e73e32ad101892,黑龙江,6,2016,204.0,103.0,1792.0,379.0
7392,310000,Sedan,0,a432c483b5beb856,上海,6,2016,257.0,114.0,199.0,95.0
7393,530000,Sedan,0,a432c483b5beb856,云南,6,2016,216.0,114.0,199.0,110.0
7394,150000,Sedan,0,a432c483b5beb856,内蒙古,6,2016,125.0,114.0,199.0,140.0
7395,110000,Sedan,0,a432c483b5beb856,北京,6,2016,504.0,114.0,199.0,156.0
7396,510000,Sedan,0,a432c483b5beb856,四川,6,2016,1077.0,114.0,199.0,297.0
7397,340000,Sedan,0,a432c483b5beb856,安徽,6,2016,246.0,114.0,199.0,164.0
7398,370000,Sedan,0,a432c483b5beb856,山东,6,2016,830.0,114.0,199.0,398.0
7399,140000,Sedan,0,a432c483b5beb856,山西,6,2016,174.0,114.0,199.0,136.0
7400,440000,Sedan,0,a432c483b5beb856,广东,6,2016,3793.0,114.0,199.0,957.0
7401,450000,Sedan,0,a432c483b5beb856,广西,6,2016,466.0,114.0,199.0,145.0
7402,320000,Sedan,0,a432c483b5beb856,江苏,6,2016,663.0,114.0,199.0,524.0
7403,360000,Sedan,0,a432c483b5beb856,江西,6,2016,288.0,114.0,199.0,179.0
7404,130000,Sedan,0,a432c483b5beb856,河北,6,2016,485.0,114.0,199.0,278.0
7405,410000,Sedan,0,a432c483b5beb856,河南,6,2016,823.0,114.0,199.0,353.0
7406,330000,Sedan,0,a432c483b5beb856,浙江,6,2016,663.0,114.0,199.0,578.0
7407,420000,Sedan,0,a432c483b5beb856,湖北,6,2016,614.0,114.0,199.0,274.0
7408,430000,Sedan,0,a432c483b5beb856,湖南,6,2016,553.0,114.0,199.0,184.0
7409,350000,Sedan,0,a432c483b5beb856,福建,6,2016,512.0,114.0,199.0,218.0
7410,210000,Sedan,0,a432c483b5beb856,辽宁,6,2016,368.0,114.0,199.0,300.0
7411,500000,Sedan,0,a432c483b5beb856,重庆,6,2016,386.0,114.0,199.0,215.0
7412,610000,Sedan,0,a432c483b5beb856,陕西,6,2016,322.0,114.0,199.0,143.0
7413,230000,Sedan,0,a432c483b5beb856,黑龙江,6,2016,182.0,114.0,199.0,146.0
7414,310000,Sedan,0,0797526c057dcf5b,上海,6,2016,428.0,215.0,1618.0,401.0
7415,530000,Sedan,0,0797526c057dcf5b,云南,6,2016,263.0,215.0,1618.0,186.0
7416,150000,Sedan,0,0797526c057dcf5b,内蒙古,6,2016,148.0,215.0,1618.0,185.0
7417,110000,Sedan,0,0797526c057dcf5b,北京,6,2016,997.0,215.0,1618.0,663.0
7418,510000,Sedan,0,0797526c057dcf5b,四川,6,2016,1607.0,215.0,1618.0,808.0
7419,340000,Sedan,0,0797526c057dcf5b,安徽,6,2016,354.0,215.0,1618.0,304.0
7420,370000,Sedan,0,0797526c057dcf5b,山东,6,2016,1524.0,215.0,1618.0,1935.0
7421,140000,Sedan,0,0797526c057dcf5b,山西,6,2016,387.0,215.0,1618.0,496.0
7422,440000,Sedan,0,0797526c057dcf5b,广东,6,2016,8242.0,215.0,1618.0,8587.0
7423,450000,Sedan,0,0797526c057dcf5b,广西,6,2016,964.0,215.0,1618.0,1046.0
7424,320000,Sedan,0,0797526c057dcf5b,江苏,6,2016,1046.0,215.0,1618.0,1362.0
7425,360000,Sedan,0,0797526c057dcf5b,江西,6,2016,502.0,215.0,1618.0,595.0
7426,130000,Sedan,0,0797526c057dcf5b,河北,6,2016,873.0,215.0,1618.0,1117.0
7427,410000,Sedan,0,0797526c057dcf5b,河南,6,2016,1318.0,215.0,1618.0,918.0
7428,330000,Sedan,0,0797526c057dcf5b,浙江,6,2016,914.0,215.0,1618.0,1050.0
7429,420000,Sedan,0,0797526c057dcf5b,湖北,6,2016,1005.0,215.0,1618.0,851.0
7430,430000,Sedan,0,0797526c057dcf5b,湖南,6,2016,1186.0,215.0,1618.0,1265.0
7431,350000,Sedan,0,0797526c057dcf5b,福建,6,2016,865.0,215.0,1618.0,978.0
7432,210000,Sedan,0,0797526c057dcf5b,辽宁,6,2016,956.0,215.0,1618.0,2351.0
7433,500000,Sedan,0,0797526c057dcf5b,重庆,6,2016,511.0,215.0,1618.0,592.0
7434,610000,Sedan,0,0797526c057dcf5b,陕西,6,2016,502.0,215.0,1618.0,408.0
7435,230000,Sedan,0,0797526c057dcf5b,黑龙江,6,2016,280.0,215.0,1618.0,426.0
7436,310000,SUV,0,936168bd4850913d,上海,6,2016,126.0,50.0,2324.0,232.0
7437,530000,SUV,0,936168bd4850913d,云南,6,2016,122.0,50.0,2324.0,237.0
7438,150000,SUV,0,936168bd4850913d,内蒙古,6,2016,95.0,50.0,2324.0,278.0
7439,110000,SUV,0,936168bd4850913d,北京,6,2016,288.0,50.0,2324.0,454.0
7440,510000,SUV,0,936168bd4850913d,四川,6,2016,300.0,50.0,2324.0,365.0
7441,340000,SUV,0,936168bd4850913d,安徽,6,2016,142.0,50.0,2324.0,321.0
7442,370000,SUV,0,936168bd4850913d,山东,6,2016,392.0,50.0,2324.0,1036.0
7443,140000,SUV,0,936168bd4850913d,山西,6,2016,122.0,50.0,2324.0,319.0
7444,440000,SUV,0,936168bd4850913d,广东,6,2016,922.0,50.0,2324.0,2474.0
7445,450000,SUV,0,936168bd4850913d,广西,6,2016,107.0,50.0,2324.0,260.0
7446,320000,SUV,0,936168bd4850913d,江苏,6,2016,338.0,50.0,2324.0,898.0
7447,360000,SUV,0,936168bd4850913d,江西,6,2016,107.0,50.0,2324.0,321.0
7448,130000,SUV,0,936168bd4850913d,河北,6,2016,290.0,50.0,2324.0,619.0
7449,410000,SUV,0,936168bd4850913d,河南,6,2016,335.0,50.0,2324.0,860.0
7450,330000,SUV,0,936168bd4850913d,浙江,6,2016,302.0,50.0,2324.0,619.0
7451,420000,SUV,0,936168bd4850913d,湖北,6,2016,293.0,50.0,2324.0,1321.0
7452,430000,SUV,0,936168bd4850913d,湖南,6,2016,171.0,50.0,2324.0,693.0
7453,350000,SUV,0,936168bd4850913d,福建,6,2016,173.0,50.0,2324.0,554.0
7454,210000,SUV,0,936168bd4850913d,辽宁,6,2016,197.0,50.0,2324.0,579.0
7455,500000,SUV,0,936168bd4850913d,重庆,6,2016,94.0,50.0,2324.0,215.0
7456,610000,SUV,0,936168bd4850913d,陕西,6,2016,155.0,50.0,2324.0,335.0
7457,230000,SUV,0,936168bd4850913d,黑龙江,6,2016,165.0,50.0,2324.0,545.0
7458,310000,SUV,0,cc21c7e91a3b5a0c,上海,6,2016,1162.0,460.0,1385.0,242.0
7459,530000,SUV,0,cc21c7e91a3b5a0c,云南,6,2016,1048.0,460.0,1385.0,270.0
7460,150000,SUV,0,cc21c7e91a3b5a0c,内蒙古,6,2016,1086.0,460.0,1385.0,238.0
7461,110000,SUV,0,cc21c7e91a3b5a0c,北京,6,2016,2185.0,460.0,1385.0,251.0
7462,510000,SUV,0,cc21c7e91a3b5a0c,四川,6,2016,2993.0,460.0,1385.0,461.0
7463,340000,SUV,0,cc21c7e91a3b5a0c,安徽,6,2016,1433.0,460.0,1385.0,364.0
7464,370000,SUV,0,cc21c7e91a3b5a0c,山东,6,2016,4244.0,460.0,1385.0,768.0
7465,140000,SUV,0,cc21c7e91a3b5a0c,山西,6,2016,1225.0,460.0,1385.0,230.0
7466,440000,SUV,0,cc21c7e91a3b5a0c,广东,6,2016,6315.0,460.0,1385.0,2317.0
7467,450000,SUV,0,cc21c7e91a3b5a0c,广西,6,2016,675.0,460.0,1385.0,262.0
7468,320000,SUV,0,cc21c7e91a3b5a0c,江苏,6,2016,3296.0,460.0,1385.0,1053.0
7469,360000,SUV,0,cc21c7e91a3b5a0c,江西,6,2016,833.0,460.0,1385.0,324.0
7470,130000,SUV,0,cc21c7e91a3b5a0c,河北,6,2016,2999.0,460.0,1385.0,563.0
7471,410000,SUV,0,cc21c7e91a3b5a0c,河南,6,2016,2987.0,460.0,1385.0,620.0
7472,330000,SUV,0,cc21c7e91a3b5a0c,浙江,6,2016,2854.0,460.0,1385.0,851.0
7473,420000,SUV,0,cc21c7e91a3b5a0c,湖北,6,2016,2178.0,460.0,1385.0,1022.0
7474,430000,SUV,0,cc21c7e91a3b5a0c,湖南,6,2016,1212.0,460.0,1385.0,412.0
7475,350000,SUV,0,cc21c7e91a3b5a0c,福建,6,2016,1458.0,460.0,1385.0,509.0
7476,210000,SUV,0,cc21c7e91a3b5a0c,辽宁,6,2016,2229.0,460.0,1385.0,359.0
7477,500000,SUV,0,cc21c7e91a3b5a0c,重庆,6,2016,650.0,460.0,1385.0,256.0
7478,610000,SUV,0,cc21c7e91a3b5a0c,陕西,6,2016,1541.0,460.0,1385.0,238.0
7479,230000,SUV,0,cc21c7e91a3b5a0c,黑龙江,6,2016,2159.0,460.0,1385.0,361.0
7480,310000,MPV,0,7aab7fca2470987e,上海,6,2016,351.0,12.0,45.0,227.0
7481,530000,MPV,0,7aab7fca2470987e,云南,6,2016,112.0,12.0,45.0,13.0
7482,150000,MPV,0,7aab7fca2470987e,内蒙古,6,2016,188.0,12.0,45.0,22.0
7483,110000,MPV,0,7aab7fca2470987e,北京,6,2016,689.0,12.0,45.0,412.0
7484,510000,MPV,0,7aab7fca2470987e,四川,6,2016,469.0,12.0,45.0,50.0
7485,340000,MPV,0,7aab7fca2470987e,安徽,6,2016,238.0,12.0,45.0,54.0
7486,370000,MPV,0,7aab7fca2470987e,山东,6,2016,1012.0,12.0,45.0,323.0
7487,140000,MPV,0,7aab7fca2470987e,山西,6,2016,297.0,12.0,45.0,61.0
7488,440000,MPV,0,7aab7fca2470987e,广东,6,2016,1582.0,12.0,45.0,824.0
7489,450000,MPV,0,7aab7fca2470987e,广西,6,2016,120.0,12.0,45.0,22.0
7490,320000,MPV,0,7aab7fca2470987e,江苏,6,2016,637.0,12.0,45.0,366.0
7491,360000,MPV,0,7aab7fca2470987e,江西,6,2016,124.0,12.0,45.0,35.0
7492,130000,MPV,0,7aab7fca2470987e,河北,6,2016,735.0,12.0,45.0,251.0
7493,410000,MPV,0,7aab7fca2470987e,河南,6,2016,719.0,12.0,45.0,186.0
7494,330000,MPV,0,7aab7fca2470987e,浙江,6,2016,568.0,12.0,45.0,263.0
7495,420000,MPV,0,7aab7fca2470987e,湖北,6,2016,212.0,12.0,45.0,56.0
7496,430000,MPV,0,7aab7fca2470987e,湖南,6,2016,181.0,12.0,45.0,37.0
7497,350000,MPV,0,7aab7fca2470987e,福建,6,2016,191.0,12.0,45.0,63.0
7498,210000,MPV,0,7aab7fca2470987e,辽宁,6,2016,517.0,12.0,45.0,177.0
7499,500000,MPV,0,7aab7fca2470987e,重庆,6,2016,82.0,12.0,45.0,43.0
7500,610000,MPV,0,7aab7fca2470987e,陕西,6,2016,248.0,12.0,45.0,39.0
7501,230000,MPV,0,7aab7fca2470987e,黑龙江,6,2016,427.0,12.0,45.0,107.0
7502,310000,SUV,0,fde95ea242abd896,上海,6,2016,1428.0,18.0,1410.0,231.0
7503,530000,SUV,0,fde95ea242abd896,云南,6,2016,1592.0,18.0,1410.0,280.0
7504,150000,SUV,0,fde95ea242abd896,内蒙古,6,2016,1124.0,18.0,1410.0,112.0
7505,110000,SUV,0,fde95ea242abd896,北京,6,2016,2798.0,18.0,1410.0,240.0
7506,510000,SUV,0,fde95ea242abd896,四川,6,2016,3945.0,18.0,1410.0,386.0
7507,340000,SUV,0,fde95ea242abd896,安徽,6,2016,1931.0,18.0,1410.0,323.0
7508,370000,SUV,0,fde95ea242abd896,山东,6,2016,4250.0,18.0,1410.0,569.0
7509,140000,SUV,0,fde95ea242abd896,山西,6,2016,1604.0,18.0,1410.0,247.0
7510,440000,SUV,0,fde95ea242abd896,广东,6,2016,11708.0,18.0,1410.0,3034.0
7511,450000,SUV,0,fde95ea242abd896,广西,6,2016,1358.0,18.0,1410.0,305.0
7512,320000,SUV,0,fde95ea242abd896,江苏,6,2016,4133.0,18.0,1410.0,740.0
7513,360000,SUV,0,fde95ea242abd896,江西,6,2016,1252.0,18.0,1410.0,306.0
7514,130000,SUV,0,fde95ea242abd896,河北,6,2016,3500.0,18.0,1410.0,437.0
