,index,adcode,bodyType,id,model,regMonth,regYear,popularity,carCommentVolum,newsReplyVolum,label,province_rank,date_block_num,class_id
8204,25654,330000,SUV,0,fde95ea242abd896,7,2016,4042.0,16.0,3203.0,917.0,1,7,882
8205,9302,150000,Sedan,0,37aa9169b575ef79,7,2016,1042.0,251.0,3733.0,744.0,5,7,136
8206,23750,130000,SUV,0,936168bd4850913d,7,2016,215.0,37.0,3436.0,623.0,2,7,759
8207,22826,530000,Sedan,0,0797526c057dcf5b,7,2016,263.0,233.0,3710.0,247.0,4,7,98
8208,26858,410000,SUV,0,f5d69960089c3614,7,2016,2742.0,45.0,1721.0,120.0,1,7,824
8209,34866,410000,MPV,0,f270f6a489c6a9d7,7,2016,2422.0,13.0,2147.0,759.0,1,7,837
8210,22854,150000,Sedan,0,0797526c057dcf5b,7,2016,158.0,233.0,3710.0,198.0,5,7,158
8211,9386,340000,Sedan,0,37aa9169b575ef79,7,2016,949.0,251.0,3733.0,502.0,3,7,316
8212,26830,130000,SUV,0,f5d69960089c3614,7,2016,2266.0,45.0,1721.0,75.0,2,7,764
8213,24366,130000,SUV,0,cc21c7e91a3b5a0c,7,2016,2528.0,429.0,3102.0,517.0,2,7,760
8214,22882,110000,Sedan,0,0797526c057dcf5b,7,2016,1036.0,233.0,3710.0,697.0,2,7,218
8215,25906,530000,Sedan,0,97f15de12cfabbd5,7,2016,644.0,244.0,3917.0,134.0,4,7,103
8216,10142,320000,Sedan,0,63065128401bb3ff,7,2016,4564.0,107.0,3426.0,3369.0,1,7,617
8217,24338,360000,SUV,0,cc21c7e91a3b5a0c,7,2016,719.0,429.0,3102.0,354.0,4,7,700
8218,22910,510000,Sedan,0,0797526c057dcf5b,7,2016,1678.0,233.0,3710.0,786.0,2,7,278
8219,24310,320000,SUV,0,cc21c7e91a3b5a0c,7,2016,3056.0,429.0,3102.0,1035.0,1,7,640
8220,34894,330000,MPV,0,f270f6a489c6a9d7,7,2016,1175.0,13.0,2147.0,405.0,1,7,897
8221,22938,340000,Sedan,0,0797526c057dcf5b,7,2016,342.0,233.0,3710.0,319.0,3,7,338
8222,35342,440000,Sedan,0,d0f245b8781e3631,7,2016,5558.0,263.0,4764.0,378.0,1,7,538
8223,26802,360000,SUV,0,f5d69960089c3614,7,2016,791.0,45.0,1721.0,43.0,4,7,704
8224,10114,450000,Sedan,0,63065128401bb3ff,7,2016,836.0,107.0,3426.0,413.0,4,7,557
8225,25934,150000,Sedan,0,97f15de12cfabbd5,7,2016,679.0,244.0,3917.0,170.0,5,7,163
8226,9414,370000,Sedan,0,37aa9169b575ef79,7,2016,4513.0,251.0,3733.0,3126.0,1,7,376
8227,22966,370000,Sedan,0,0797526c057dcf5b,7,2016,1581.0,233.0,3710.0,1835.0,1,7,398
8228,26774,320000,SUV,0,f5d69960089c3614,7,2016,2742.0,45.0,1721.0,179.0,1,7,644
8229,24282,450000,SUV,0,cc21c7e91a3b5a0c,7,2016,637.0,429.0,3102.0,277.0,4,7,580
8230,10086,440000,Sedan,0,63065128401bb3ff,7,2016,6061.0,107.0,3426.0,1715.0,1,7,497
8231,22994,140000,Sedan,0,0797526c057dcf5b,7,2016,377.0,233.0,3710.0,521.0,4,7,458
8232,24394,410000,SUV,0,cc21c7e91a3b5a0c,7,2016,2690.0,429.0,3102.0,657.0,1,7,820
8233,22630,430000,Sedan,0,a432c483b5beb856,7,2016,526.0,134.0,31.0,208.0,3,7,997
8234,35370,450000,Sedan,0,d0f245b8781e3631,7,2016,944.0,263.0,4764.0,161.0,4,7,598
8235,25878,310000,Sedan,0,97f15de12cfabbd5,7,2016,819.0,244.0,3917.0,279.0,3,7,43
8236,34810,360000,MPV,0,f270f6a489c6a9d7,7,2016,309.0,13.0,2147.0,121.0,4,7,717
8237,10254,330000,Sedan,0,63065128401bb3ff,7,2016,3527.0,107.0,3426.0,2021.0,1,7,857
8238,24534,210000,SUV,0,cc21c7e91a3b5a0c,7,2016,2064.0,429.0,3102.0,423.0,4,7,1120
8239,22658,350000,Sedan,0,a432c483b5beb856,7,2016,522.0,134.0,31.0,246.0,4,7,1057
8240,24506,350000,SUV,0,cc21c7e91a3b5a0c,7,2016,1473.0,429.0,3102.0,574.0,4,7,1060
8241,22686,210000,Sedan,0,a432c483b5beb856,7,2016,349.0,134.0,31.0,311.0,4,7,1117
8242,26970,350000,SUV,0,f5d69960089c3614,7,2016,1053.0,45.0,1721.0,91.0,4,7,1064
8243,24478,430000,SUV,0,cc21c7e91a3b5a0c,7,2016,1107.0,429.0,3102.0,436.0,3,7,1000
8244,26942,430000,SUV,0,f5d69960089c3614,7,2016,1352.0,45.0,1721.0,113.0,3,7,1004
8245,22714,500000,Sedan,0,a432c483b5beb856,7,2016,404.0,134.0,31.0,160.0,4,7,1177
8246,25822,610000,SUV,0,fde95ea242abd896,7,2016,1798.0,16.0,3203.0,148.0,4,7,1242
8247,10226,410000,Sedan,0,63065128401bb3ff,7,2016,4545.0,107.0,3426.0,3421.0,1,7,797
8248,9330,110000,Sedan,0,37aa9169b575ef79,7,2016,2963.0,251.0,3733.0,716.0,2,7,196
8249,22742,610000,Sedan,0,a432c483b5beb856,7,2016,318.0,134.0,31.0,116.0,4,7,1237
8250,26914,420000,SUV,0,f5d69960089c3614,7,2016,1475.0,45.0,1721.0,100.0,3,7,944
8251,35398,320000,Sedan,0,d0f245b8781e3631,7,2016,5976.0,263.0,4764.0,683.0,1,7,658
8252,22770,230000,Sedan,0,a432c483b5beb856,7,2016,184.0,134.0,31.0,135.0,5,7,1297
8253,24450,420000,SUV,0,cc21c7e91a3b5a0c,7,2016,1965.0,429.0,3102.0,954.0,3,7,940
8254,34838,130000,MPV,0,f270f6a489c6a9d7,7,2016,1351.0,13.0,2147.0,529.0,2,7,777
8255,10198,130000,Sedan,0,63065128401bb3ff,7,2016,2927.0,107.0,3426.0,2964.0,2,7,737
8256,25850,230000,SUV,0,fde95ea242abd896,7,2016,1974.0,16.0,3203.0,234.0,5,7,1302
8257,24422,330000,SUV,0,cc21c7e91a3b5a0c,7,2016,2569.0,429.0,3102.0,928.0,1,7,880
8258,22798,310000,Sedan,0,0797526c057dcf5b,7,2016,439.0,233.0,3710.0,321.0,3,7,38
8259,26886,330000,SUV,0,f5d69960089c3614,7,2016,1979.0,45.0,1721.0,117.0,1,7,884
8260,9358,510000,Sedan,0,37aa9169b575ef79,7,2016,3340.0,251.0,3733.0,2620.0,2,7,256
8261,10170,360000,Sedan,0,63065128401bb3ff,7,2016,1260.0,107.0,3426.0,1308.0,4,7,677
8262,23442,530000,SUV,0,936168bd4850913d,7,2016,91.0,37.0,3436.0,317.0,4,7,99
8263,14510,130000,Sedan,0,02aab221aabc03b9,7,2016,453.0,557.0,623.0,350.0,2,7,744
8264,34446,610000,SUV,0,feabbf46658382b9,7,2016,4512.0,193.0,3315.0,538.0,4,7,1256
8265,16890,450000,Sedan,0,ef76a85c4b39f693,7,2016,1878.0,1.0,3777.0,85.0,4,7,568
8266,32906,450000,SUV,0,4f79773e600518a6,7,2016,418.0,65.0,11.0,36.0,4,7,594
8267,30638,430000,Hatchback,0,3e21824be728cbec,7,2016,1165.0,236.0,2023.0,255.0,3,7,1010
8268,16862,440000,Sedan,0,ef76a85c4b39f693,7,2016,15275.0,1.0,3777.0,869.0,1,7,508
8269,30666,350000,Hatchback,0,3e21824be728cbec,7,2016,1286.0,236.0,2023.0,310.0,4,7,1070
8270,16834,140000,Sedan,0,ef76a85c4b39f693,7,2016,2871.0,1.0,3777.0,138.0,4,7,448
8271,30694,210000,Hatchback,0,3e21824be728cbec,7,2016,928.0,236.0,2023.0,139.0,4,7,1130
8272,13250,360000,Hatchback,0,7a7885e2d7c00bcf,7,2016,495.0,515.0,1326.0,434.0,4,7,682
8273,13278,130000,Hatchback,0,7a7885e2d7c00bcf,7,2016,1547.0,515.0,1326.0,1298.0,2,7,742
8274,16778,340000,Sedan,0,ef76a85c4b39f693,7,2016,4659.0,1.0,3777.0,309.0,3,7,328
8275,16750,510000,Sedan,0,ef76a85c4b39f693,7,2016,11410.0,1.0,3777.0,554.0,2,7,268
8276,13306,410000,Hatchback,0,7a7885e2d7c00bcf,7,2016,1980.0,515.0,1326.0,1096.0,1,7,802
8277,32878,440000,SUV,0,4f79773e600518a6,7,2016,2506.0,65.0,11.0,99.0,1,7,534
8278,30722,500000,Hatchback,0,3e21824be728cbec,7,2016,859.0,236.0,2023.0,311.0,4,7,1190
8279,13334,330000,Hatchback,0,7a7885e2d7c00bcf,7,2016,2138.0,515.0,1326.0,1999.0,1,7,862
8280,16722,110000,Sedan,0,ef76a85c4b39f693,7,2016,9165.0,1.0,3777.0,663.0,2,7,208
8281,16806,370000,Sedan,0,ef76a85c4b39f693,7,2016,10937.0,1.0,3777.0,573.0,1,7,388
8282,30750,610000,Hatchback,0,3e21824be728cbec,7,2016,1696.0,236.0,2023.0,375.0,4,7,1250
8283,16918,320000,Sedan,0,ef76a85c4b39f693,7,2016,13243.0,1.0,3777.0,1116.0,1,7,628
8284,30610,420000,Hatchback,0,3e21824be728cbec,7,2016,1321.0,236.0,2023.0,280.0,3,7,950
8285,30498,360000,Hatchback,0,3e21824be728cbec,7,2016,872.0,236.0,2023.0,221.0,4,7,710
8286,32990,130000,SUV,0,4f79773e600518a6,7,2016,1749.0,65.0,11.0,209.0,2,7,774
8287,17086,430000,Sedan,0,ef76a85c4b39f693,7,2016,4506.0,1.0,3777.0,325.0,3,7,988
8288,30526,130000,Hatchback,0,3e21824be728cbec,7,2016,2663.0,236.0,2023.0,574.0,2,7,770
8289,13166,440000,Hatchback,0,7a7885e2d7c00bcf,7,2016,2504.0,515.0,1326.0,937.0,1,7,502
8290,17058,420000,Sedan,0,ef76a85c4b39f693,7,2016,4674.0,1.0,3777.0,286.0,3,7,928
8291,17030,330000,Sedan,0,ef76a85c4b39f693,7,2016,12877.0,1.0,3777.0,1257.0,1,7,868
8292,32934,320000,SUV,0,4f79773e600518a6,7,2016,1898.0,65.0,11.0,216.0,1,7,654
8293,36350,310000,SUV,0,a9a43d1a7ecbe75d,7,2016,352.0,329.0,1849.0,141.0,3,7,60
8294,17002,410000,Sedan,0,ef76a85c4b39f693,7,2016,8951.0,1.0,3777.0,406.0,1,7,808
8295,13194,450000,Hatchback,0,7a7885e2d7c00bcf,7,2016,375.0,515.0,1326.0,260.0,4,7,562
8296,32962,360000,SUV,0,4f79773e600518a6,7,2016,590.0,65.0,11.0,96.0,4,7,714
8297,30582,330000,Hatchback,0,3e21824be728cbec,7,2016,2499.0,236.0,2023.0,507.0,1,7,890
8298,16974,130000,Sedan,0,ef76a85c4b39f693,7,2016,8187.0,1.0,3777.0,429.0,2,7,748
8299,16946,360000,Sedan,0,ef76a85c4b39f693,7,2016,2963.0,1.0,3777.0,175.0,4,7,688
8300,13222,320000,Hatchback,0,7a7885e2d7c00bcf,7,2016,2393.0,515.0,1326.0,2112.0,1,7,622
8301,30554,410000,Hatchback,0,3e21824be728cbec,7,2016,3384.0,236.0,2023.0,840.0,1,7,830
8302,13138,140000,Hatchback,0,7a7885e2d7c00bcf,7,2016,528.0,515.0,1326.0,285.0,4,7,442
8303,16694,150000,Sedan,0,ef76a85c4b39f693,7,2016,2520.0,1.0,3777.0,165.0,5,7,148
8304,16666,530000,Sedan,0,ef76a85c4b39f693,7,2016,3238.0,1.0,3777.0,221.0,4,7,88
8305,13474,500000,Hatchback,0,7a7885e2d7c00bcf,7,2016,415.0,515.0,1326.0,189.0,4,7,1162
8306,16414,330000,Hatchback,0,b4be3a4917289c82,7,2016,8399.0,27.0,393.0,361.0,1,7,867
8307,30946,340000,Sedan,0,f8a6975573af1b33,7,2016,3136.0,118.0,961.0,305.0,3,7,351
8308,13502,610000,Hatchback,0,7a7885e2d7c00bcf,7,2016,991.0,515.0,1326.0,402.0,4,7,1222
8309,32766,510000,SUV,0,4f79773e600518a6,7,2016,2222.0,65.0,11.0,169.0,2,7,294
8310,16386,410000,Hatchback,0,b4be3a4917289c82,7,2016,5225.0,27.0,393.0,93.0,1,7,807
8311,30974,370000,Sedan,0,f8a6975573af1b33,7,2016,5055.0,118.0,961.0,303.0,1,7,411
8312,16442,420000,Hatchback,0,b4be3a4917289c82,7,2016,3261.0,27.0,393.0,79.0,3,7,927
8313,13530,230000,Hatchback,0,7a7885e2d7c00bcf,7,2016,563.0,515.0,1326.0,420.0,5,7,1282
8314,16330,360000,Hatchback,0,b4be3a4917289c82,7,2016,1722.0,27.0,393.0,41.0,4,7,687
8315,31002,140000,Sedan,0,f8a6975573af1b33,7,2016,1395.0,118.0,961.0,59.0,4,7,471
8316,32738,110000,SUV,0,4f79773e600518a6,7,2016,1672.0,65.0,11.0,110.0,2,7,234
8317,31030,440000,Sedan,0,f8a6975573af1b33,7,2016,8885.0,118.0,961.0,879.0,1,7,531
8318,16302,320000,Hatchback,0,b4be3a4917289c82,7,2016,9105.0,27.0,393.0,389.0,1,7,627
8319,13558,310000,SUV,0,346393c2c6305fb1,7,2016,207.0,169.0,72.0,83.0,3,7,23
8320,16274,450000,Hatchback,0,b4be3a4917289c82,7,2016,1132.0,27.0,393.0,25.0,4,7,567
8321,16358,130000,Hatchback,0,b4be3a4917289c82,7,2016,5264.0,27.0,393.0,127.0,2,7,747
8322,30778,230000,Hatchback,0,3e21824be728cbec,7,2016,910.0,236.0,2023.0,146.0,5,7,1310
8323,30918,510000,Sedan,0,f8a6975573af1b33,7,2016,5757.0,118.0,961.0,352.0,2,7,291
8324,16470,430000,Hatchback,0,b4be3a4917289c82,7,2016,2574.0,27.0,393.0,45.0,3,7,987
8325,32850,140000,SUV,0,4f79773e600518a6,7,2016,989.0,65.0,11.0,88.0,4,7,474
8326,13362,420000,Hatchback,0,7a7885e2d7c00bcf,7,2016,826.0,515.0,1326.0,499.0,3,7,922
8327,16638,310000,Sedan,0,ef76a85c4b39f693,7,2016,5651.0,1.0,3777.0,581.0,3,7,28
8328,30806,310000,Sedan,0,f8a6975573af1b33,7,2016,2541.0,118.0,961.0,258.0,3,7,51
8329,16610,230000,Hatchback,0,b4be3a4917289c82,7,2016,1877.0,27.0,393.0,44.0,5,7,1287
8330,13390,430000,Hatchback,0,7a7885e2d7c00bcf,7,2016,771.0,515.0,1326.0,503.0,3,7,982
8331,32822,370000,SUV,0,4f79773e600518a6,7,2016,2868.0,65.0,11.0,433.0,1,7,414
8332,32794,340000,SUV,0,4f79773e600518a6,7,2016,1153.0,65.0,11.0,192.0,3,7,354
8333,16582,610000,Hatchback,0,b4be3a4917289c82,7,2016,3638.0,27.0,393.0,57.0,4,7,1227
8334,13418,350000,Hatchback,0,7a7885e2d7c00bcf,7,2016,676.0,515.0,1326.0,503.0,4,7,1042
8335,16554,500000,Hatchback,0,b4be3a4917289c82,7,2016,1654.0,27.0,393.0,26.0,4,7,1167
8336,30862,150000,Sedan,0,f8a6975573af1b33,7,2016,977.0,118.0,961.0,43.0,5,7,171
8337,16526,210000,Hatchback,0,b4be3a4917289c82,7,2016,2632.0,27.0,393.0,82.0,4,7,1107
8338,16498,350000,Hatchback,0,b4be3a4917289c82,7,2016,2680.0,27.0,393.0,50.0,4,7,1047
8339,30890,110000,Sedan,0,f8a6975573af1b33,7,2016,4140.0,118.0,961.0,202.0,2,7,231
8340,13446,210000,Hatchback,0,7a7885e2d7c00bcf,7,2016,688.0,515.0,1326.0,483.0,4,7,1102
8341,30834,530000,Sedan,0,f8a6975573af1b33,7,2016,1857.0,118.0,961.0,180.0,4,7,111
8342,17114,350000,Sedan,0,ef76a85c4b39f693,7,2016,3910.0,1.0,3777.0,288.0,4,7,1048
8343,30470,320000,Hatchback,0,3e21824be728cbec,7,2016,3596.0,236.0,2023.0,837.0,1,7,650
8344,17142,210000,Sedan,0,ef76a85c4b39f693,7,2016,4353.0,1.0,3777.0,433.0,4,7,1108
8345,17758,210000,SUV,0,bb9fbec9a2833839,7,2016,1821.0,21.0,445.0,191.0,4,7,1109
8346,12802,350000,Sedan,0,4a103c30d593fbbe,7,2016,2147.0,444.0,6210.0,680.0,4,7,1041
8347,33214,610000,SUV,0,4f79773e600518a6,7,2016,1666.0,65.0,11.0,270.0,4,7,1254
8348,30106,500000,SUV,0,c6833cb891626c17,7,2016,518.0,170.0,2504.0,193.0,4,7,1189
8349,17730,350000,SUV,0,bb9fbec9a2833839,7,2016,1972.0,21.0,445.0,244.0,4,7,1049
8350,17702,430000,SUV,0,bb9fbec9a2833839,7,2016,2268.0,21.0,445.0,268.0,3,7,989
8351,12830,210000,Sedan,0,4a103c30d593fbbe,7,2016,2902.0,444.0,6210.0,904.0,4,7,1101
8352,30078,210000,SUV,0,c6833cb891626c17,7,2016,918.0,170.0,2504.0,229.0,4,7,1129
8353,17674,420000,SUV,0,bb9fbec9a2833839,7,2016,2667.0,21.0,445.0,315.0,3,7,929
8354,30134,610000,SUV,0,c6833cb891626c17,7,2016,1158.0,170.0,2504.0,253.0,4,7,1249
8355,17646,330000,SUV,0,bb9fbec9a2833839,7,2016,6138.0,21.0,445.0,1162.0,1,7,869
8356,30162,230000,SUV,0,c6833cb891626c17,7,2016,677.0,170.0,2504.0,137.0,5,7,1309
8357,17618,410000,SUV,0,bb9fbec9a2833839,7,2016,3822.0,21.0,445.0,301.0,1,7,809
8358,12858,500000,Sedan,0,4a103c30d593fbbe,7,2016,1190.0,444.0,6210.0,375.0,4,7,1161
8359,33158,210000,SUV,0,4f79773e600518a6,7,2016,1087.0,65.0,11.0,101.0,4,7,1134
8360,30190,310000,Hatchback,0,3e21824be728cbec,7,2016,1290.0,236.0,2023.0,187.0,3,7,50
8361,33186,500000,SUV,0,4f79773e600518a6,7,2016,740.0,65.0,11.0,125.0,4,7,1194
8362,17590,130000,SUV,0,bb9fbec9a2833839,7,2016,3939.0,21.0,445.0,310.0,2,7,749
8363,12774,430000,Sedan,0,4a103c30d593fbbe,7,2016,2170.0,444.0,6210.0,720.0,3,7,981
8364,36322,230000,Sedan,0,c6cd4e0e073f5ac2,7,2016,373.0,94.0,12828.0,97.0,5,7,1319
8365,29938,410000,SUV,0,c6833cb891626c17,7,2016,2529.0,170.0,2504.0,1208.0,1,7,829
8366,17982,510000,SUV,0,da457d15788fe8ee,7,2016,7781.0,52.0,464.0,554.0,2,7,270
8367,17954,110000,SUV,0,da457d15788fe8ee,7,2016,6681.0,52.0,464.0,845.0,2,7,210
8368,17926,150000,SUV,0,da457d15788fe8ee,7,2016,1814.0,52.0,464.0,162.0,5,7,150
8369,12690,410000,Sedan,0,4a103c30d593fbbe,7,2016,6162.0,444.0,6210.0,2115.0,1,7,801
8370,33270,310000,SUV,0,fc32b1a017b34efe,7,2016,1186.0,23.0,1221.0,164.0,3,7,55
8371,29966,330000,SUV,0,c6833cb891626c17,7,2016,2054.0,170.0,2504.0,1284.0,1,7,889
8372,17786,500000,SUV,0,bb9fbec9a2833839,7,2016,1209.0,21.0,445.0,121.0,4,7,1169
8373,29994,420000,SUV,0,c6833cb891626c17,7,2016,850.0,170.0,2504.0,419.0,3,7,949
8374,17898,530000,SUV,0,da457d15788fe8ee,7,2016,2647.0,52.0,464.0,306.0,4,7,90
8375,17870,310000,SUV,0,da457d15788fe8ee,7,2016,3874.0,52.0,464.0,421.0,3,7,30
8376,30022,430000,SUV,0,c6833cb891626c17,7,2016,877.0,170.0,2504.0,374.0,3,7,1009
8377,12746,420000,Sedan,0,4a103c30d593fbbe,7,2016,2474.0,444.0,6210.0,789.0,3,7,921
8378,33242,230000,SUV,0,4f79773e600518a6,7,2016,1155.0,65.0,11.0,132.0,5,7,1314
8379,17814,610000,SUV,0,bb9fbec9a2833839,7,2016,2529.0,21.0,445.0,200.0,4,7,1229
8380,30050,350000,SUV,0,c6833cb891626c17,7,2016,629.0,170.0,2504.0,238.0,4,7,1069
8381,12718,330000,Sedan,0,4a103c30d593fbbe,7,2016,4785.0,444.0,6210.0,1572.0,1,7,861
8382,12886,610000,Sedan,0,4a103c30d593fbbe,7,2016,2886.0,444.0,6210.0,701.0,4,7,1221
8383,17562,360000,SUV,0,bb9fbec9a2833839,7,2016,1505.0,21.0,445.0,183.0,4,7,689
8384,30218,530000,Hatchback,0,3e21824be728cbec,7,2016,1105.0,236.0,2023.0,300.0,4,7,110
8385,35874,340000,Sedan,0,c6cd4e0e073f5ac2,7,2016,824.0,94.0,12828.0,742.0,3,7,359
8386,17310,150000,SUV,0,bb9fbec9a2833839,7,2016,1333.0,21.0,445.0,178.0,5,7,149
8387,17282,530000,SUV,0,bb9fbec9a2833839,7,2016,1807.0,21.0,445.0,198.0,4,7,89
8388,30386,140000,Hatchback,0,3e21824be728cbec,7,2016,971.0,236.0,2023.0,162.0,4,7,470
8389,13054,510000,Hatchback,0,7a7885e2d7c00bcf,7,2016,1860.0,515.0,1326.0,745.0,2,7,262
8390,17254,310000,SUV,0,bb9fbec9a2833839,7,2016,2956.0,21.0,445.0,408.0,3,7,29
8391,33046,330000,SUV,0,4f79773e600518a6,7,2016,1480.0,65.0,11.0,117.0,1,7,894
8392,30358,370000,Hatchback,0,3e21824be728cbec,7,2016,3255.0,236.0,2023.0,576.0,1,7,410
8393,30414,440000,Hatchback,0,3e21824be728cbec,7,2016,4317.0,236.0,2023.0,486.0,1,7,530
8394,36490,340000,SUV,0,a9a43d1a7ecbe75d,7,2016,271.0,329.0,1849.0,138.0,3,7,360
8395,17226,230000,Sedan,0,ef76a85c4b39f693,7,2016,3177.0,1.0,3777.0,111.0,5,7,1288
8396,17198,610000,Sedan,0,ef76a85c4b39f693,7,2016,5972.0,1.0,3777.0,249.0,4,7,1228
8397,13110,370000,Hatchback,0,7a7885e2d7c00bcf,7,2016,2196.0,515.0,1326.0,1638.0,1,7,382
8398,30442,450000,Hatchback,0,3e21824be728cbec,7,2016,768.0,236.0,2023.0,205.0,4,7,590
8399,17170,500000,Sedan,0,ef76a85c4b39f693,7,2016,2642.0,1.0,3777.0,158.0,4,7,1168
8400,33018,410000,SUV,0,4f79773e600518a6,7,2016,2570.0,65.0,11.0,458.0,1,7,834
8401,13082,340000,Hatchback,0,7a7885e2d7c00bcf,7,2016,994.0,515.0,1326.0,677.0,3,7,322
8402,13026,110000,Hatchback,0,7a7885e2d7c00bcf,7,2016,1292.0,515.0,1326.0,879.0,2,7,202
8403,17338,110000,SUV,0,bb9fbec9a2833839,7,2016,4220.0,21.0,445.0,388.0,2,7,209
8404,17366,510000,SUV,0,bb9fbec9a2833839,7,2016,5169.0,21.0,445.0,440.0,2,7,269
8405,12914,230000,Sedan,0,4a103c30d593fbbe,7,2016,2567.0,444.0,6210.0,757.0,5,7,1281
8406,17534,320000,SUV,0,bb9fbec9a2833839,7,2016,6778.0,21.0,445.0,952.0,1,7,629
8407,17506,450000,SUV,0,bb9fbec9a2833839,7,2016,914.0,21.0,445.0,108.0,4,7,569
8408,30246,150000,Hatchback,0,3e21824be728cbec,7,2016,613.0,236.0,2023.0,65.0,5,7,170
8409,12942,310000,Hatchback,0,7a7885e2d7c00bcf,7,2016,873.0,515.0,1326.0,600.0,3,7,22
8410,17478,440000,SUV,0,bb9fbec9a2833839,7,2016,6874.0,21.0,445.0,704.0,1,7,509
8411,33130,350000,SUV,0,4f79773e600518a6,7,2016,622.0,65.0,11.0,47.0,4,7,1074
8412,30274,110000,Hatchback,0,3e21824be728cbec,7,2016,1964.0,236.0,2023.0,164.0,2,7,230
8413,17450,140000,SUV,0,bb9fbec9a2833839,7,2016,1478.0,21.0,445.0,132.0,4,7,449
8414,17422,370000,SUV,0,bb9fbec9a2833839,7,2016,5018.0,21.0,445.0,352.0,1,7,389
8415,12970,530000,Hatchback,0,7a7885e2d7c00bcf,7,2016,606.0,515.0,1326.0,493.0,4,7,82
8416,33102,430000,SUV,0,4f79773e600518a6,7,2016,1282.0,65.0,11.0,322.0,3,7,1014
8417,30302,510000,Hatchback,0,3e21824be728cbec,7,2016,2970.0,236.0,2023.0,488.0,2,7,290
8418,17394,340000,SUV,0,bb9fbec9a2833839,7,2016,2241.0,21.0,445.0,244.0,3,7,329
8419,12998,150000,Hatchback,0,7a7885e2d7c00bcf,7,2016,430.0,515.0,1326.0,313.0,5,7,142
8420,30330,340000,Hatchback,0,3e21824be728cbec,7,2016,1554.0,236.0,2023.0,347.0,3,7,350
8421,33074,420000,SUV,0,4f79773e600518a6,7,2016,1069.0,65.0,11.0,166.0,3,7,954
8422,16246,440000,Hatchback,0,b4be3a4917289c82,7,2016,9676.0,27.0,393.0,182.0,1,7,507
8423,13586,530000,SUV,0,346393c2c6305fb1,7,2016,164.0,169.0,72.0,141.0,4,7,83
8424,31058,450000,Sedan,0,f8a6975573af1b33,7,2016,1474.0,118.0,961.0,192.0,4,7,591
8425,36378,530000,SUV,0,a9a43d1a7ecbe75d,7,2016,202.0,329.0,1849.0,141.0,4,7,120
8426,32346,360000,Sedan,0,212083a9246d2fd3,7,2016,1435.0,325.0,23.0,411.0,4,7,713
8427,14174,310000,Sedan,0,02aab221aabc03b9,7,2016,549.0,557.0,623.0,653.0,3,7,24
8428,15098,360000,SUV,0,5d7fb682edd0f937,7,2016,360.0,171.0,0.0,120.0,4,7,685
8429,31758,130000,SUV,0,54fc07138d70374c,7,2016,4050.0,33.0,3212.0,475.0,2,7,772
8430,15070,320000,SUV,0,5d7fb682edd0f937,7,2016,2024.0,171.0,0.0,733.0,1,7,625
8431,14202,530000,Sedan,0,02aab221aabc03b9,7,2016,240.0,557.0,623.0,247.0,4,7,84
8432,31786,410000,SUV,0,54fc07138d70374c,7,2016,4806.0,33.0,3212.0,548.0,1,7,832
8433,31730,360000,SUV,0,54fc07138d70374c,7,2016,1167.0,33.0,3212.0,206.0,4,7,712
8434,15042,450000,SUV,0,5d7fb682edd0f937,7,2016,299.0,171.0,0.0,96.0,4,7,565
8435,15014,440000,SUV,0,5d7fb682edd0f937,7,2016,1977.0,171.0,0.0,480.0,1,7,505
8436,31814,330000,SUV,0,54fc07138d70374c,7,2016,2767.0,33.0,3212.0,357.0,1,7,892
8437,14986,140000,SUV,0,5d7fb682edd0f937,7,2016,364.0,171.0,0.0,82.0,4,7,445
8438,14230,150000,Sedan,0,02aab221aabc03b9,7,2016,123.0,557.0,623.0,108.0,5,7,144
8439,14958,370000,SUV,0,5d7fb682edd0f937,7,2016,1447.0,171.0,0.0,263.0,1,7,385
8440,31842,420000,SUV,0,54fc07138d70374c,7,2016,2092.0,33.0,3212.0,268.0,3,7,952
8441,14258,110000,Sedan,0,02aab221aabc03b9,7,2016,751.0,557.0,623.0,748.0,2,7,204
8442,32318,320000,Sedan,0,212083a9246d2fd3,7,2016,6023.0,325.0,23.0,1702.0,1,7,653
8443,32290,450000,Sedan,0,212083a9246d2fd3,7,2016,1102.0,325.0,23.0,192.0,4,7,593
8444,14146,230000,SUV,0,346393c2c6305fb1,7,2016,230.0,169.0,72.0,165.0,5,7,1283
8445,15154,410000,SUV,0,5d7fb682edd0f937,7,2016,1077.0,171.0,0.0,189.0,1,7,805
8446,15350,610000,SUV,0,5d7fb682edd0f937,7,2016,724.0,171.0,0.0,161.0,4,7,1225
8447,15322,500000,SUV,0,5d7fb682edd0f937,7,2016,372.0,171.0,0.0,148.0,4,7,1165
8448,31618,140000,SUV,0,54fc07138d70374c,7,2016,1356.0,33.0,3212.0,113.0,4,7,472
8449,14062,210000,SUV,0,346393c2c6305fb1,7,2016,298.0,169.0,72.0,252.0,4,7,1103
8450,32402,410000,Sedan,0,212083a9246d2fd3,7,2016,5135.0,325.0,23.0,1257.0,1,7,833
8451,15294,210000,SUV,0,5d7fb682edd0f937,7,2016,528.0,171.0,0.0,152.0,4,7,1105
8452,15266,350000,SUV,0,5d7fb682edd0f937,7,2016,619.0,171.0,0.0,240.0,4,7,1045
